"","SC249360.PC04924.C01","SC249360.PC07578.B09","SC249365.PC04924.H01","SC249365.PC07578.E09","SC249382.PC04924.D02","SC249382.PC07578.H05","SC249385.PC04924.G02","SC249385.PC07578.C07","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249410.PC04925.F02","SC249410.PC07578.B01","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249421.PC07578.F02","SC249426.PC04924.D07","SC249426.PC04925.F03","SC249426.PC07578.F03","SC249433.PC04924.B08","SC249433.PC04925.C04","SC249433.PC07578.G08","SC249436.PC04924.E08","SC249436.PC04925.E04","SC249436.PC07578.E04","SC249447.PC04924.G09","SC249447.PC04925.C05","SC249452.PC04924.D10","SC253182.PC04925.H05","SC253182.PC07578.A01","SC253186.PC04925.D06","SC253186.PC07578.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253200.PC07578.C08","SC253845.PC04924.H10","SC253845.PC07578.C09","SC253846.PC04924.A11","SC253846.PC04925.D09","SC253846.PC07578.D09","SC261516.PC04925.H10","SC261516.PC07578.H10","SC261528.PC04925.E10","SC261528.PC07578.E11","SC304090.PC07578.G04","SC304940.PC07578.C03","SC249364.PC04925.C01","SC249369.PC07578.E01","SC249396.PC04924.A04","SC249396.PC04925.A02","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249405.PC04925.C02","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249411.PC04925.G02","SC249411.PC07578.G02","SC249414.PC04924.A06","SC249414.PC04925.H02","SC249414.PC07578.H02","SC249418.PC04924.E06","SC249418.PC04925.B03","SC249419.PC04924.F06","SC249419.PC04925.C03","SC249424.PC04924.B07","SC249424.PC04925.E03","SC249424.PC07578.E03","SC249429.PC04924.G07","SC249429.PC04925.G03","SC249429.PC07578.G03","SC249430.PC04924.H07","SC249430.PC04925.H03","SC249430.PC07578.H03","SC249435.PC04924.D08","SC249435.PC04925.D04","SC249440.PC04924.A09","SC249440.PC04925.G04","SC249441.PC04924.B09","SC249441.PC04925.H04","SC249441.PC07578.H04","SC249445.PC04924.E09","SC249445.PC04925.B05","SC249448.PC04924.H09","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249448.PC07578.D05","SC249449.PC04924.A10","SC249449.PC04925.E05","SC249453.PC04924.E10","SC249453.PC04925.F05","SC249453.PC07578.F05","SC253183.PC04925.A06","SC253183.PC07578.D08","SC253184.PC04925.B06","SC253184.PC07578.G06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253201.PC07578.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC253849.PC04924.D11","SC253849.PC07578.F09","SC261515.PC07578.H11","SC261517.PC07578.F01","SC261523.PC04925.G10","SC261523.PC07578.G10","SC261526.PC04925.C11","SC261526.PC07578.C11","SC261527.PC04925.B10","SC261531.PC04925.G11","SC261531.PC07578.G11","SC261532.PC04925.D11","SC261532.PC07578.D11","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304925.PC07578.D.07.PC07578.D07","SC304929.PC07578.B04","SC304931.PC07578.B06","SC304935.PC07578.B.10.PC07578.B10","SC304941.PC07578.C04"
"Roseburia",0,0,0,0,0,0,0.000115323996360887,0.000401178093719117,0,0,0,0,0,0,0,5.38363804724681e-05,0,0,0,0,0,0,0,0,0,0.00769290543165747,0.00736891828058573,5.67955926620094e-05,0,0,0,0,0,0,0,0,0,0,0,0.00012013647503564,0.00078996505003112,0.000946546420214025,0,0.000175466301696759,0.00367707696636299,0.000365782527458405,0,NA,0.0136537699722699,0.0115527808601325,0.0119531782241582,0.00999199324361379,0.0197468162522741,0.0189342138910199,0.00984711065042757,0.0248286928614797,0.0208160385190105,0.0205700439966843,0.012426356375401,0.0108830364058869,0.0103929590991015,0.0102320233095236,0.0139898079792284,0.0137604118705789,0.012448946627593,0.0154037535832116,0.0115902733356883,0.0115544542374154,0.0200534494704543,0.0189109094276718,0.0195838971955419,0.0160949749533886,0.0158799007204993,0.0137036138733932,0.0134491573063502,0.0126666731128107,0.0148905701504264,0.0113393092796606,0.0142411739884664,0.0147192665086125,0.0164690122532603,0.0136692208429924,0.0117953464344906,0.00858838226108682,0.00918286297839231,0.00969705676369709,0.0099408802277206,0.0108899702917965,0.00939188083155999,0.0106198214542518,0.0119165634035523,0.0128867910391848,0.0125743486638184,0.0135737300335916,0.0208907683013894,0.0216329131851013,0.0152933358648187,0.0187258861210547,0.0187325998985749,0.0148208989276751,0.0178468434322627,0.017111671014325,0.0164626380219572,0.019052887127009,0.0136315562693407,0.0144560170661313,0.0171221322537112,0.0186158114992722,0.0156771603634059,0,NA,NA,0.012347728375514,0.0118359184997028,0.0121143916324639,0.011554883390662,0.0117562530872513,0.00961904189938542,0.014844424256189,0.0144745730000965,0.012529493908605,0.0128439800913167,0.00526856102427025,0.0113314171578896,0.0149146176354981,0,0.0180577191112569,0.0202554800785144,0.0110961351597028,NA
"Rothia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Rubellimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Ruminococcus",0.0192271607100414,0.0198537648065338,0.0166507154964658,0.0167429600804785,0.012490641869262,0.0108963777658252,0.0150305608590356,0.016233035548293,0.00986378581493659,0.0132657219178702,0.00817942503760655,0.00772895359296399,0.00795895163406315,0.00692693388980668,0.00885999332108866,0.0116394254581476,0.0105810210931425,0.00994906280581136,0.0119957334352214,0.1007203986567,0.0934670381447945,0.107964620340157,0.0890708716295683,0.0878908322247341,0.0933500278241514,0.0975891677675033,0.100414632866215,0.110486359591829,0.0374105492630681,0.0405663927742583,0.0445296501241776,0.045865992414665,0.0707432212008981,0.0736139195861745,0.0818459700653503,0.0206985900667011,0.0207724206462956,0.0202038262113356,0.0195946106881138,0.0227378301750789,0.0233717942579914,0.0244436848701566,0.00779354075517322,0.0115544559667316,0.0303868207352214,0.0436467529386177,0,NA,0.0616136273603592,0.0529001213353106,0.0561530997749747,0.0693955447336383,0.0596952698605215,0.0588594999054957,0.056726895804377,0.0791916037817677,0.0683733189440478,0.0738761716508321,0.0670398250016084,0.0697779499096308,0.0768026521779169,0.0640817002699305,0.0692224224456975,0.0946276840651291,0.0955880656252163,0.0623722213207853,0.0524712868640386,0.0589173917532547,0.0829951499554588,0.0774958325615855,0.0817682718861053,0.23014803333558,0.223655991710644,0.229157938835358,0.254971839501066,0.250645420175786,0.289244572862411,0.273697690104498,0.274989450982231,0.26658726502545,0.277500886489894,0.308351128824127,0.292236165220947,0.241623538859641,0.241477687182895,0.227853897678094,0.238782570615284,0.315654218382634,0.316848092977574,0.288394526367025,0.290035109458901,0.30291451262456,0.0550138225684845,0.0642156910752235,0.0675160634850898,0.0747326865883019,0.0356274919308905,0.0742891781416647,0.0737712552911833,0.077015742642026,0.082527231679383,0.0597127874573766,0.0521667736808311,0.0570972004548109,0.0719182106623839,0.0663905968963065,0.0719279502174239,0.0673216885007278,0.0685146841326854,0,NA,NA,0.0503869040018388,0.0467041380677007,0.0508312685593236,0.0674849454532041,0.0719834747855764,0.071737433187196,0.29146491028844,0.300878124095339,0.265787066018202,0.270248035868537,0.0386038313285684,0.0469527938812296,0.0681093593047124,1,0.0880544396162991,0.0796962191825871,0.0613630902005036,NA
"Salinarimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64790798081835e-05,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45746537021716e-05,0,0,0,0,0,3.0730463108079e-05,5.87567080575032e-05,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Staphylococcus",0,0,0,0,0.000183879060115318,0.000204017285828217,0,0,0.00135692291634048,0,0,0,0,0,0,8.61382087559489e-05,0,0,0.00021492024071067,0,0.000163887409349777,0,0,0,0.000156510851419032,0,0,0.000141988981655024,0,0,0,0.000530973451327434,0,8.46461321420174e-05,0.000430398425971471,0,0.000171988763400791,0,0,5.60636883499656e-05,0,0,0,0,0.000223147150993005,0,0,NA,0.000145252872045425,0.000217781326806807,0,0,0,0,9.42307239275366e-05,0,0,0,0.000128675287910957,0,0,0,0,0,0,0.000140624154902915,0,0,0,0.000138914613817374,0,0,0,0,0,0,0,0.000175954799167147,0,0.000112360813042843,0,0,0,0,0,0,9.63433326034596e-05,0,0.00012276968407268,0,0,0,8.37731423305688e-05,0,8.78686363885991e-05,0,0,0,0,0,0,0,7.36818837299875e-05,0,0,0,0,0,0,0,NA,NA,0,0.000126105676556955,0,0,8.98109479545557e-05,0,4.54235748353395e-05,0,0,0,0,0.000370244068787451,0,0,0,0,0,NA
"Stomatobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Streptococcus",0,0,0,0,0,0,0,0.000107633147095373,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14765656968387e-05,0,0,0,0.00317623746988888,0.00381042355534561,7.57274568826792e-05,0,0,0,0,0,0,0,0,0,0,0,0.000112127376699931,0.00044684891718932,0.000289222517287619,0,0.000280746082714815,0.00139709520621707,0.000247150356390814,0,NA,0.00224481711342929,0.00333931367770438,0.00359214682384029,0.00308205280071951,0.00312689508793208,0.00351333622405301,0.00482932460128625,0.00575722092115535,0.00817698821185456,0.00795766116176752,0.00568928594406301,0.00849470694552027,0.00827490034599345,0.00571044348512459,0.00627797477184212,0.00452053074379473,0.00704940351201052,0.0057872248363892,0.00752317577308269,0.00649527403110598,0.00651291695535979,0.00770513057973699,0.00674434212408269,0.00573938046139677,0.00748210800260247,0.00694551628337706,0.00532450864967491,0.00618829831465563,0.00248387382934773,0.00248291772158086,0.00213324581555629,0.00315733884650389,0.00294511642567275,0.00284347200493325,0.00424029789707054,0.000747300794146516,0.00111037266375971,0.00105949323899653,0.000648127873877819,0.00134871598592961,0.00197454575216893,0.00255539453742934,0.00328376703841388,0.00255987612696986,0.0076736198374801,0.00762910223388732,0.00869899500247131,0.00870096303639711,0.00784127586861591,0.0102476305938055,0.00936629994928744,0.0112799452429843,0.0116507094243857,0.00730940785783602,0.00892603391471848,0.00859428618255944,0.00863723608445298,0.00825699585895344,0.00898747938221622,0.0162845705967977,0.0158715402493133,0,NA,NA,0.0066399366652195,0.00830495955610802,0.00758449811806094,0.00684255664474958,0.00575688176388702,0.00490461033371369,0.00248921190097661,0.00212293737334749,0.0029180912023884,0.00273538727325079,0.00534603986286246,0.0116821746967409,0.00687135141430464,0,0.00971550381241289,0.00727594109365205,0.00427337032045053,NA
"Subdoligranulum",0.00181388308585296,0.00191393467926159,0.00171811399513393,0.00151287110182246,0.00183879060115318,0.00155795018268821,0.00234492125933804,0.0022505112574487,0.00120905311135466,0.00136958391814189,0.00168184857095103,0.00158798902843944,0.00144796555979903,0.00184525017148267,0.00178452162297545,0.00209961883842625,0.0016634349439452,0.00173136275813615,0.00186264208615914,0.00327700140829813,0.00317531855615192,0.00355685192374277,0.00353704752363114,0.00364817550417459,0.00322586254869226,0.0675654674022846,0.0644622894032436,0.00543344503133224,0.00261598976351832,0.00272847017499843,0.00325911724979304,0.00379266750948167,0.00419297269290553,0.00375264519162944,0.00390872039912866,0.00262148402311764,0.0028473695274131,0.00311313511637446,0.00354100339015347,0.00481346809976133,0.00316783964507429,0.00347943452615711,0.00196578148512182,0.0030969802249478,0.00662650017948793,0.00342056093244886,0,NA,0.0333817509573485,0.034222779926784,0.0318235306261484,0.0242176960284295,0.0340357792601577,0.0329764406346241,0.0339230606139132,0.0364515569433602,0.0370766229453761,0.035758464579481,0.0346044613560537,0.0317712367673638,0.0324944417402286,0.0480807647706565,0.0419306710069949,0.0494014482441087,0.0478921014375707,0.0315538969116772,0.030360024058887,0.0303832399403035,0.0577452241908344,0.0555936284497129,0.0537016866356405,0.0723319181436305,0.0737005710980987,0.0740634577646462,0.0610197176525493,0.0576478664874639,0.0334435869165748,0.0343111858375937,0.037331801772235,0.0377082888571782,0.0369173791418778,0.0456554260069203,0.0503347037172561,0.0248951548139556,0.02108897570148,0.0226444232944852,0.0207838843880009,0.0246140667432154,0.0240833196922573,0.0370587519497328,0.0346964064436183,0.0358132913763393,0.150498450196867,0.161846654065753,0.138832445493986,0.146668318934995,0.150313271311942,0.139420202003653,0.139314655930783,0.117180013689254,0.106265346143071,0.0957434495775501,0.0925233939980843,0.0884832467758623,0.122605664146657,0.117530430417869,0.115881316539211,0.0699144832605531,0.0741939573209381,0,NA,NA,0.0253977577444646,0.0329225891296907,0.0335722796996463,0.0333090493272716,0.0332031074587992,0.0294476808199708,0.0364387917329094,0.0361960822155746,0.0438291520200318,0.0422956686273703,0.0227400391268135,0.0174014712330102,0.0273616630999694,0,0.0261334754447815,0.019618321395172,0.0328913686278197,NA
"Succiniclasticum",0.0086941292735711,0.0113954083207649,0.00666489858515042,0.0069326928325782,0.012845265770913,0.012769627390248,0.00918747837675068,0.0128083445043494,0.0106466259589792,0.0137863901842713,0.0159827845562427,0.0161241962887697,0.0165301303169004,0.00955472470992861,0.0136082818500584,0.0198010207377738,0.0147937439097611,0.020123955536597,0.0110882924188875,0.00620192828512621,0.00748760601466792,0.00607497717948987,0.00537526680315372,0.00617823010438516,0.00644303005008347,0.00259344160385422,0.00365296803652968,0.00495068249370516,0.011942561963888,0.0143793514395032,0.0103002047841053,0.0102654867256637,0.00752240409894264,0.00725135198683282,0.00662286557515284,0.0128240164374133,0.015010797072369,0.0137777263596302,0.0119250831659429,0.0112367649650002,0.0126633791353473,0.0128046696290064,0.00916784816512565,0.0107122177185871,0.00959532749269921,0.00687077990766463,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14765656968387e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Synergistes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61102083559022e-05,0,0,0,0,0,0,0,0,0,0,0,3.37126000842815e-05,0,0,0,0,0,0,2.38184084539471e-05,0,0,0,1.73962963285117e-05,2.63199452545139e-05,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Thalassospira",0,0,0,5.45881325399858e-05,0,0.000102008642914109,0,0,7.82840144042587e-05,0,0,0,0,0,4.1743195859075e-05,0,0,3.76383208290467e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.61426517363078e-05,0,0,0,0,0,0,0,3.17578779385961e-05,0,4.78766696988557e-05,3.50572748227417e-05,0,0,3.88082001726965e-05,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Treponema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Turicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,7.78270682543389e-05,5.88942024547104e-05,0,0,0,0,9.03692228246837e-05,0,0.000224130034399088,0.000125947024743746,0,0.000103837367607356,6.49034561090378e-05,8.59245963930764e-05,9.38623414899708e-05,0,7.40877940359326e-05,7.70153260498839e-05,5.61583215400858e-05,0.000120484830959782,0,7.42461365492517e-05,3.86768644665977e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56020392862498e-05,0,0,0,NA,NA,0,2.70226449764903e-05,0,0,0,8.00752707545092e-05,0,2.8949146000193e-05,0,0,0,0,0,0,0,0,0,NA
"uncultured",0.108420170379915,0.115832737984988,0.0790217128097506,0.0981416640022459,0.0917819194347032,0.0993842387373185,0.0887994771978832,0.1042573802092,0.0790320616530105,0.128095712410015,0.0807600701988969,0.0728920278508845,0.0904541169839558,0.0706025562994522,0.0723096510268826,0.0846630919310033,0.0721281140191147,0.0745991518831707,0.0873212977998535,0.15218647311595,0.149834063998033,0.139021498494371,0.146081805113909,0.140018118455524,0.145963759042849,0.111683114461108,0.104099092006508,0.154938376781962,0.134571821240699,0.141331618892304,0.143592871770293,0.147492625368732,0.131315845023124,0.128135433811427,0.140274752301314,0.130993228676404,0.140916126813048,0.130415119740011,0.144172826371742,0.151924586330071,0.117265922982397,0.116083401256803,0.0716466464289753,0.0806969521503395,0.120606184086698,0.116081579389637,0.4,NA,0.0644262511554206,0.0632499196283199,0.064379941782448,0.0652824849462012,0.0784945421467556,0.0758702733953726,0.0759499634855945,0.0773484257090814,0.0762182467209032,0.0811196837339795,0.0941995018428139,0.0896462690420862,0.090103008695881,0.0781629133006558,0.0698521575694162,0.0797789962747478,0.0778203382790687,0.0958407701876792,0.0886169004133928,0.0942002459193347,0.0901118479659507,0.0827005000926097,0.0809981186256065,0.0539569153357144,0.0543989011783416,0.0630608780014553,0.0544648444543439,0.0522040978137902,0.0563433828840817,0.0517991378214841,0.0506938909465985,0.0495398824705896,0.0507958709270714,0.0496522742066256,0.049333821218709,0.066465155706255,0.0659253375694996,0.0651229191732361,0.0722574994525947,0.0488909544899484,0.0462227860533639,0.0507981459561711,0.0478727798430401,0.049311955245873,0.111895786210941,0.112379907745644,0.0975012356526992,0.105517986120946,0.109569014619328,0.104810898039762,0.0934249609306273,0.0912799452429843,0.0818351103274393,0.0744295367740672,0.0873130322200352,0.0874998719564037,0.0885169806886286,0.0854143137993056,0.093754685859949,0.0764305858806405,0.0765349672512149,0,NA,NA,0.075222820951554,0.103127420778612,0.107317811276503,0.0895987605935134,0.0902240783151466,0.0977218585470342,0.0516102657279128,0.0547717842323651,0.0530360668368084,0.0551807823618938,0.0481337284754102,0.0443415988697813,0.0595492859326549,0,0.0610805935885874,0.0625032114852991,0.056650889675997,NA
"Veillonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.000124446472461033,0,0,0,0.000155654136508678,0,9.75800156128025e-05,7.26382201560684e-05,0,0,6.45494448747741e-05,0,0,6.78176287081711e-05,6.27851492193713e-05,0,0,0.000152754838032136,2.81587024469912e-05,0,7.40877940359326e-05,0,0,0,0,0,0,0,4.88763331019854e-05,0,0,0,0,0,0,0,8.97875626268249e-05,0,0,0,0,0,6.24360030968258e-05,0.000100527770796683,0,0,7.96629372610112e-05,0,0,0.000113844529770345,0.000173397216518366,0,0.000160254983484834,0,7.17044139188511e-05,0.00017627012417251,0,0.000103088918878393,0,0.000135220790196493,0,NA,NA,0,8.10679349294709e-05,0,0,8.08298531591001e-05,0,0,0,0,0,0,0,0.000101905635381637,0,0,0,8.35867055344847e-05,NA
"Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91397933017328e-05,2.09940691754579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.000103705393717527,0.000175478436796796,0,2.84263189812007e-05,4.44726104310508e-05,0,0,8.30151087497925e-05,0,0,0,0,0,3.87529306903835e-05,8.37135322924951e-05,0,0,0,0,0,0.000111131691053899,0.00014302846266407,0.000112316643080172,0,7.7172403148634e-05,4.24263637424295e-05,0,0,0,0,4.49443252171373e-05,0,0,0,0,0,1.7957512525365e-05,0,0,0,0,0,0,0,0,0.000164753693228623,0,5.69584203531422e-05,4.91493074043432e-05,0.00010349502706395,0.000100387862194844,0.000131832638465468,0.000115739710294602,7.36818837299875e-05,0.000153652315540395,9.79278467625054e-05,0.000125486259254612,0.000168690958164642,0.00013646288209607,0.00010141559264737,0,NA,NA,6.38455448578798e-05,6.30528382784774e-05,0.00021751054453292,8.29959700845637e-05,8.08298531591001e-05,8.00752707545092e-05,0,0,0,0,0,0,0.000174695374939948,0,8.19873739444126e-05,0.000164428047314171,5.2241690959053e-05,NA
"uncultured bacterium",0,0,0,3.8991523242847e-05,0,0,0,0,7.82840144042587e-05,5.65943767827229e-05,0,2.22096367613908e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
