"","X1.1","Genus","value","Type"
"1151",NA,"Salmonella",NA,"PC04925-Seq.200_Diff"
"1152",NA,"Staphylococcus","70.9310764428875","PC04925-Seq.200_Diff"
"1153",NA,"Streptococcus","NA","PC04925-Seq.200_Diff"
"1154",NA,"Subdoligranulum","NA","PC04925-Seq.200_Diff"
"1155",NA,"[Clostridium] innocuum group","NA","PC04925-Seq.200_Diff"
"1156",NA,"[Eubacterium] coprostanoligenes group","NA","PC04925-Seq.200_Diff"
"1157",NA,"[Eubacterium] eligens group","NA","PC04925-Seq.200_Diff"
"1158",NA,"[Eubacterium] hallii group","NA","PC04925-Seq.200_Diff"
"1159",NA,"[Eubacterium] rectale group","NA","PC04925-Seq.200_Diff"
"1160",NA,"[Eubacterium] ventriosum group","NA","PC04925-Seq.200_Diff"
"1161",NA,"[Eubacterium] xylanophilum group","NA","PC04925-Seq.200_Diff"
"1162",NA,"[Ruminococcus] gauvreauii group","NA","PC04925-Seq.200_Diff"
"1163",NA,"[Ruminococcus] torques group","NA","PC04925-Seq.200_Diff"
"1164",NA,"Adlercreutzia","NA","PC04925-Seq.200_Diff"
"1165",NA,"Akkermansia","NA","PC04925-Seq.200_Diff"
"1166",NA,"Ambiguous_taxa","NA","PC04925-Seq.200_Diff"
"1167",NA,"Anaerofilum","NA","PC04925-Seq.200_Diff"
"1168",NA,"Anaerotruncus","NA","PC04925-Seq.200_Diff"
"1169",NA,"Blautia","NA","PC04925-Seq.200_Diff"
"1170",NA,"Butyricicoccus","NA","PC04925-Seq.200_Diff"
"1171",NA,"Candidatus Stoquefichus","NA","PC04925-Seq.200_Diff"
"1172",NA,"Carnobacterium","NA","PC04925-Seq.200_Diff"
"1173",NA,"Christensenellaceae R-7 group","NA","PC04925-Seq.200_Diff"
"1174",NA,"Clostridium sensu stricto 1","NA","PC04925-Seq.200_Diff"
"1175",NA,"Coprococcus 1","NA","PC04925-Seq.200_Diff"
"1176",NA,"Coprococcus 2","NA","PC04925-Seq.200_Diff"
"1177",NA,"Coprococcus 3","NA","PC04925-Seq.200_Diff"
"1178",NA,"Defluviitaleaceae UCG-011","NA","PC04925-Seq.200_Diff"
"1179",NA,"Dialister","NA","PC04925-Seq.200_Diff"
"1180",NA,"Dorea","NA","PC04925-Seq.200_Diff"
"1181",NA,"Eisenbergiella","NA","PC04925-Seq.200_Diff"
"1182",NA,"Enterobacter","NA","PC04925-Seq.200_Diff"
"1183",NA,"Erwinia","NA","PC04925-Seq.200_Diff"
"1184",NA,"Erysipelatoclostridium","NA","PC04925-Seq.200_Diff"
"1185",NA,"Erysipelotrichaceae UCG-003","NA","PC04925-Seq.200_Diff"
"1186",NA,"Faecalibacterium","NA","PC04925-Seq.200_Diff"
"1187",NA,"Family XIII AD3011 group","NA","PC04925-Seq.200_Diff"
"1188",NA,"Flavonifractor","NA","PC04925-Seq.200_Diff"
"1189",NA,"Fusicatenibacter","NA","PC04925-Seq.200_Diff"
"1190",NA,"Gordonibacter","NA","PC04925-Seq.200_Diff"
"1191",NA,"Gossypium arboreum","NA","PC04925-Seq.200_Diff"
"1192",NA,"Holdemania","NA","PC04925-Seq.200_Diff"
"1193",NA,"Hungatella","NA","PC04925-Seq.200_Diff"
"1194",NA,"Intestinibacter","NA","PC04925-Seq.200_Diff"
"1195",NA,"Intestinimonas","NA","PC04925-Seq.200_Diff"
"1196",NA,"Kluyvera","NA","PC04925-Seq.200_Diff"
"1197",NA,"Lachnospira","NA","PC04925-Seq.200_Diff"
"1198",NA,"Lachnospiraceae FCS020 group","NA","PC04925-Seq.200_Diff"
"1199",NA,"Lachnospiraceae ND3007 group","NA","PC04925-Seq.200_Diff"
"1200",NA,"Lachnospiraceae NK4A136 group","NA","PC04925-Seq.200_Diff"
"1201",NA,"Lachnospiraceae UCG-001","NA","PC04925-Seq.200_Diff"
"1202",NA,"Lachnospiraceae UCG-004","NA","PC04925-Seq.200_Diff"
"1203",NA,"Lachnospiraceae UCG-008","NA","PC04925-Seq.200_Diff"
"1204",NA,"Lactonifactor","NA","PC04925-Seq.200_Diff"
"1205",NA,"Marvinbryantia","NA","PC04925-Seq.200_Diff"
"1206",NA,"Odoribacter","NA","PC04925-Seq.200_Diff"
"1207",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC04925-Seq.200_Diff"
"1208",NA,"Other","NA","PC04925-Seq.200_Diff"
"1209",NA,"Oxalobacter","NA","PC04925-Seq.200_Diff"
"1210",NA,"Parasutterella","NA","PC04925-Seq.200_Diff"
"1211",NA,"Phascolarctobacterium","NA","PC04925-Seq.200_Diff"
"1212",NA,"Porphyromonas","NA","PC04925-Seq.200_Diff"
"1213",NA,"Raoultella","NA","PC04925-Seq.200_Diff"
"1214",NA,"Roseburia","NA","PC04925-Seq.200_Diff"
"1215",NA,"Ruminiclostridium","NA","PC04925-Seq.200_Diff"
"1216",NA,"Ruminiclostridium 5","NA","PC04925-Seq.200_Diff"
"1217",NA,"Ruminiclostridium 9","NA","PC04925-Seq.200_Diff"
"1218",NA,"Ruminococcaceae NK4A214 group","NA","PC04925-Seq.200_Diff"
"1219",NA,"Ruminococcaceae UCG-002","NA","PC04925-Seq.200_Diff"
"1220",NA,"Ruminococcaceae UCG-003","NA","PC04925-Seq.200_Diff"
"1221",NA,"Ruminococcaceae UCG-004","NA","PC04925-Seq.200_Diff"
"1222",NA,"Ruminococcaceae UCG-005","NA","PC04925-Seq.200_Diff"
"1223",NA,"Ruminococcaceae UCG-013","NA","PC04925-Seq.200_Diff"
"1224",NA,"Ruminococcaceae UCG-014","NA","PC04925-Seq.200_Diff"
"1225",NA,"Ruminococcus 1","NA","PC04925-Seq.200_Diff"
"1226",NA,"Ruminococcus 2","NA","PC04925-Seq.200_Diff"
"1227",NA,"Sellimonas","NA","PC04925-Seq.200_Diff"
"1228",NA,"Serratia","NA","PC04925-Seq.200_Diff"
"1229",NA,"Succiniclasticum","NA","PC04925-Seq.200_Diff"
"1230",NA,"Tyzzerella","NA","PC04925-Seq.200_Diff"
"1231",NA,"Tyzzerella 3","NA","PC04925-Seq.200_Diff"
"1232",NA,"Acinetobacter","NA","PC04925-Seq.2000_Diff"
"1233",NA,"Actinomyces","NA","PC04925-Seq.2000_Diff"
"1234",NA,"Alistipes","NA","PC04925-Seq.2000_Diff"
"1235",NA,"Anaerostipes","NA","PC04925-Seq.2000_Diff"
"1236",NA,"Bacillus","45.197914117546","PC04925-Seq.2000_Diff"
"1237",NA,"Bacteroides","NA","PC04925-Seq.2000_Diff"
"1238",NA,"Bifidobacterium","NA","PC04925-Seq.2000_Diff"
"1239",NA,"Bilophila","NA","PC04925-Seq.2000_Diff"
"1240",NA,"Clostridium","NA","PC04925-Seq.2000_Diff"
"1241",NA,"Lachnoclostridium","NA","PC04925-Seq.2000_Diff"
"1242",NA,"Collinsella","NA","PC04925-Seq.2000_Diff"
"1243",NA,"Coprobacillus","NA","PC04925-Seq.2000_Diff"
"1244",NA,"Cryptococcus",NA,"PC04925-Seq.2000_Diff"
"1245",NA,"Deinococcus","NA","PC04925-Seq.2000_Diff"
"1246",NA,"Enterococcus","-10.8063846232617","PC04925-Seq.2000_Diff"
"1247",NA,"Escherichia-Shigella","-56.085472124129","PC04925-Seq.2000_Diff"
"1248",NA,"Fusobacterium","NA","PC04925-Seq.2000_Diff"
"1249",NA,"Helicobacter","NA","PC04925-Seq.2000_Diff"
"1250",NA,"Lactobacillus","-6.29858837256692","PC04925-Seq.2000_Diff"
"1251",NA,"Listeria","25.9494359910563","PC04925-Seq.2000_Diff"
"1252",NA,"Neisseria","NA","PC04925-Seq.2000_Diff"
"1253",NA,"Paenibacillus","NA","PC04925-Seq.2000_Diff"
"1254",NA,"Parabacteroides","NA","PC04925-Seq.2000_Diff"
"1255",NA,"Pediococcus","NA","PC04925-Seq.2000_Diff"
"1256",NA,"Porphyromonadaceae","NA","PC04925-Seq.2000_Diff"
"1257",NA,"Propionibacterium","NA","PC04925-Seq.2000_Diff"
"1258",NA,"Pseudomonas","-57.3118449318163","PC04925-Seq.2000_Diff"
"1259",NA,"Pyramidobacter","NA","PC04925-Seq.2000_Diff"
"1260",NA,"Ralstonia","NA","PC04925-Seq.2000_Diff"
"1261",NA,"Rhodobacter","NA","PC04925-Seq.2000_Diff"
"1262",NA,"Saccharomyces",NA,"PC04925-Seq.2000_Diff"
"1263",NA,"Salmonella",NA,"PC04925-Seq.2000_Diff"
"1264",NA,"Staphylococcus","67.5632533244351","PC04925-Seq.2000_Diff"
"1265",NA,"Streptococcus","NA","PC04925-Seq.2000_Diff"
"1266",NA,"Subdoligranulum","NA","PC04925-Seq.2000_Diff"
"1267",NA,"[Clostridium] innocuum group","NA","PC04925-Seq.2000_Diff"
"1268",NA,"[Eubacterium] coprostanoligenes group","NA","PC04925-Seq.2000_Diff"
"1269",NA,"[Eubacterium] eligens group","NA","PC04925-Seq.2000_Diff"
"1270",NA,"[Eubacterium] hallii group","NA","PC04925-Seq.2000_Diff"
"1271",NA,"[Eubacterium] rectale group","NA","PC04925-Seq.2000_Diff"
"1272",NA,"[Eubacterium] ventriosum group","NA","PC04925-Seq.2000_Diff"
"1273",NA,"[Eubacterium] xylanophilum group","NA","PC04925-Seq.2000_Diff"
"1274",NA,"[Ruminococcus] gauvreauii group","NA","PC04925-Seq.2000_Diff"
"1275",NA,"[Ruminococcus] torques group","NA","PC04925-Seq.2000_Diff"
"1276",NA,"Adlercreutzia","NA","PC04925-Seq.2000_Diff"
"1277",NA,"Akkermansia","NA","PC04925-Seq.2000_Diff"
"1278",NA,"Ambiguous_taxa","NA","PC04925-Seq.2000_Diff"
"1279",NA,"Anaerofilum","NA","PC04925-Seq.2000_Diff"
"1280",NA,"Anaerotruncus","NA","PC04925-Seq.2000_Diff"
"1281",NA,"Blautia","NA","PC04925-Seq.2000_Diff"
"1282",NA,"Butyricicoccus","NA","PC04925-Seq.2000_Diff"
"1283",NA,"Candidatus Stoquefichus","NA","PC04925-Seq.2000_Diff"
"1284",NA,"Carnobacterium","NA","PC04925-Seq.2000_Diff"
"1285",NA,"Christensenellaceae R-7 group","NA","PC04925-Seq.2000_Diff"
"1286",NA,"Clostridium sensu stricto 1","NA","PC04925-Seq.2000_Diff"
"1287",NA,"Coprococcus 1","NA","PC04925-Seq.2000_Diff"
"1288",NA,"Coprococcus 2","NA","PC04925-Seq.2000_Diff"
"1289",NA,"Coprococcus 3","NA","PC04925-Seq.2000_Diff"
"1290",NA,"Defluviitaleaceae UCG-011","NA","PC04925-Seq.2000_Diff"
"1291",NA,"Dialister","NA","PC04925-Seq.2000_Diff"
"1292",NA,"Dorea","NA","PC04925-Seq.2000_Diff"
"1293",NA,"Eisenbergiella","NA","PC04925-Seq.2000_Diff"
"1294",NA,"Enterobacter","NA","PC04925-Seq.2000_Diff"
"1295",NA,"Erwinia","NA","PC04925-Seq.2000_Diff"
"1296",NA,"Erysipelatoclostridium","NA","PC04925-Seq.2000_Diff"
"1297",NA,"Erysipelotrichaceae UCG-003","NA","PC04925-Seq.2000_Diff"
"1298",NA,"Faecalibacterium","NA","PC04925-Seq.2000_Diff"
"1299",NA,"Family XIII AD3011 group","NA","PC04925-Seq.2000_Diff"
"1300",NA,"Flavonifractor","NA","PC04925-Seq.2000_Diff"
"1301",NA,"Fusicatenibacter","NA","PC04925-Seq.2000_Diff"
"1302",NA,"Gordonibacter","NA","PC04925-Seq.2000_Diff"
"1303",NA,"Gossypium arboreum","NA","PC04925-Seq.2000_Diff"
"1304",NA,"Holdemania","NA","PC04925-Seq.2000_Diff"
"1305",NA,"Hungatella","NA","PC04925-Seq.2000_Diff"
"1306",NA,"Intestinibacter","NA","PC04925-Seq.2000_Diff"
"1307",NA,"Intestinimonas","NA","PC04925-Seq.2000_Diff"
"1308",NA,"Kluyvera","NA","PC04925-Seq.2000_Diff"
"1309",NA,"Lachnospira","NA","PC04925-Seq.2000_Diff"
"1310",NA,"Lachnospiraceae FCS020 group","NA","PC04925-Seq.2000_Diff"
"1311",NA,"Lachnospiraceae ND3007 group","NA","PC04925-Seq.2000_Diff"
"1312",NA,"Lachnospiraceae NK4A136 group","NA","PC04925-Seq.2000_Diff"
"1313",NA,"Lachnospiraceae UCG-001","NA","PC04925-Seq.2000_Diff"
"1314",NA,"Lachnospiraceae UCG-004","NA","PC04925-Seq.2000_Diff"
"1315",NA,"Lachnospiraceae UCG-008","NA","PC04925-Seq.2000_Diff"
"1316",NA,"Lactonifactor","NA","PC04925-Seq.2000_Diff"
"1317",NA,"Marvinbryantia","NA","PC04925-Seq.2000_Diff"
"1318",NA,"Odoribacter","NA","PC04925-Seq.2000_Diff"
"1319",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC04925-Seq.2000_Diff"
"1320",NA,"Other","NA","PC04925-Seq.2000_Diff"
"1321",NA,"Oxalobacter","NA","PC04925-Seq.2000_Diff"
"1322",NA,"Parasutterella","NA","PC04925-Seq.2000_Diff"
"1323",NA,"Phascolarctobacterium","NA","PC04925-Seq.2000_Diff"
"1324",NA,"Porphyromonas","NA","PC04925-Seq.2000_Diff"
"1325",NA,"Raoultella","NA","PC04925-Seq.2000_Diff"
"1326",NA,"Roseburia","NA","PC04925-Seq.2000_Diff"
"1327",NA,"Ruminiclostridium","NA","PC04925-Seq.2000_Diff"
"1328",NA,"Ruminiclostridium 5","NA","PC04925-Seq.2000_Diff"
"1329",NA,"Ruminiclostridium 9","NA","PC04925-Seq.2000_Diff"
"1330",NA,"Ruminococcaceae NK4A214 group","NA","PC04925-Seq.2000_Diff"
"1331",NA,"Ruminococcaceae UCG-002","NA","PC04925-Seq.2000_Diff"
"1332",NA,"Ruminococcaceae UCG-003","NA","PC04925-Seq.2000_Diff"
"1333",NA,"Ruminococcaceae UCG-004","NA","PC04925-Seq.2000_Diff"
"1334",NA,"Ruminococcaceae UCG-005","NA","PC04925-Seq.2000_Diff"
"1335",NA,"Ruminococcaceae UCG-013","NA","PC04925-Seq.2000_Diff"
"1336",NA,"Ruminococcaceae UCG-014","NA","PC04925-Seq.2000_Diff"
"1337",NA,"Ruminococcus 1","NA","PC04925-Seq.2000_Diff"
"1338",NA,"Ruminococcus 2","NA","PC04925-Seq.2000_Diff"
"1339",NA,"Sellimonas","NA","PC04925-Seq.2000_Diff"
"1340",NA,"Serratia","NA","PC04925-Seq.2000_Diff"
"1341",NA,"Succiniclasticum","NA","PC04925-Seq.2000_Diff"
"1342",NA,"Tyzzerella","NA","PC04925-Seq.2000_Diff"
"1343",NA,"Tyzzerella 3","NA","PC04925-Seq.2000_Diff"
"1344",NA,"Acinetobacter","NA","PC07578-MSA1000_Diff"
"1345",NA,"Actinomyces","NA","PC07578-MSA1000_Diff"
"1346",NA,"Alistipes","NA","PC07578-MSA1000_Diff"
"1347",NA,"Anaerostipes","NA","PC07578-MSA1000_Diff"
"1348",NA,"Bacillus","NaN","PC07578-MSA1000_Diff"
"1349",NA,"Bacteroides","NA","PC07578-MSA1000_Diff"
"1350",NA,"Bifidobacterium","NA","PC07578-MSA1000_Diff"
"1351",NA,"Bilophila","NA","PC07578-MSA1000_Diff"
"1352",NA,"Clostridium","NA","PC07578-MSA1000_Diff"
"1353",NA,"Lachnoclostridium","NA","PC07578-MSA1000_Diff"
"1354",NA,"Collinsella","NA","PC07578-MSA1000_Diff"
"1355",NA,"Coprobacillus","NA","PC07578-MSA1000_Diff"
"1356",NA,"Cryptococcus",NA,"PC07578-MSA1000_Diff"
"1357",NA,"Deinococcus","NA","PC07578-MSA1000_Diff"
"1358",NA,"Enterococcus","NaN","PC07578-MSA1000_Diff"
"1359",NA,"Escherichia-Shigella","NaN","PC07578-MSA1000_Diff"
"1360",NA,"Fusobacterium","NA","PC07578-MSA1000_Diff"
"1361",NA,"Helicobacter","NA","PC07578-MSA1000_Diff"
"1362",NA,"Lactobacillus","NaN","PC07578-MSA1000_Diff"
"1363",NA,"Listeria","NaN","PC07578-MSA1000_Diff"
"1364",NA,"Neisseria","NA","PC07578-MSA1000_Diff"
"1365",NA,"Paenibacillus","NA","PC07578-MSA1000_Diff"
"1366",NA,"Parabacteroides","NA","PC07578-MSA1000_Diff"
"1367",NA,"Pediococcus","NA","PC07578-MSA1000_Diff"
"1368",NA,"Porphyromonadaceae","NA","PC07578-MSA1000_Diff"
"1369",NA,"Propionibacterium","NA","PC07578-MSA1000_Diff"
"1370",NA,"Pseudomonas","NaN","PC07578-MSA1000_Diff"
"1371",NA,"Pyramidobacter","NA","PC07578-MSA1000_Diff"
"1372",NA,"Ralstonia","NA","PC07578-MSA1000_Diff"
"1373",NA,"Rhodobacter","NA","PC07578-MSA1000_Diff"
"1374",NA,"Saccharomyces",NA,"PC07578-MSA1000_Diff"
"1375",NA,"Salmonella",NA,"PC07578-MSA1000_Diff"
"1376",NA,"Staphylococcus","NaN","PC07578-MSA1000_Diff"
"1377",NA,"Streptococcus","NA","PC07578-MSA1000_Diff"
"1378",NA,"Subdoligranulum","NA","PC07578-MSA1000_Diff"
"1379",NA,"[Clostridium] innocuum group","NA","PC07578-MSA1000_Diff"
"1380",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-MSA1000_Diff"
"1381",NA,"[Eubacterium] eligens group","NA","PC07578-MSA1000_Diff"
"1382",NA,"[Eubacterium] hallii group","NA","PC07578-MSA1000_Diff"
"1383",NA,"[Eubacterium] rectale group","NA","PC07578-MSA1000_Diff"
"1384",NA,"[Eubacterium] ventriosum group","NA","PC07578-MSA1000_Diff"
"1385",NA,"[Eubacterium] xylanophilum group","NA","PC07578-MSA1000_Diff"
"1386",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-MSA1000_Diff"
"1387",NA,"[Ruminococcus] torques group","NA","PC07578-MSA1000_Diff"
"1388",NA,"Adlercreutzia","NA","PC07578-MSA1000_Diff"
"1389",NA,"Akkermansia","NA","PC07578-MSA1000_Diff"
"1390",NA,"Ambiguous_taxa","NA","PC07578-MSA1000_Diff"
"1391",NA,"Anaerofilum","NA","PC07578-MSA1000_Diff"
"1392",NA,"Anaerotruncus","NA","PC07578-MSA1000_Diff"
"1393",NA,"Blautia","NA","PC07578-MSA1000_Diff"
"1394",NA,"Butyricicoccus","NA","PC07578-MSA1000_Diff"
"1395",NA,"Candidatus Stoquefichus","NA","PC07578-MSA1000_Diff"
"1396",NA,"Carnobacterium","NA","PC07578-MSA1000_Diff"
"1397",NA,"Christensenellaceae R-7 group","NA","PC07578-MSA1000_Diff"
"1398",NA,"Clostridium sensu stricto 1","NA","PC07578-MSA1000_Diff"
"1399",NA,"Coprococcus 1","NA","PC07578-MSA1000_Diff"
"1400",NA,"Coprococcus 2","NA","PC07578-MSA1000_Diff"
"1401",NA,"Coprococcus 3","NA","PC07578-MSA1000_Diff"
"1402",NA,"Defluviitaleaceae UCG-011","NA","PC07578-MSA1000_Diff"
"1403",NA,"Dialister","NA","PC07578-MSA1000_Diff"
"1404",NA,"Dorea","NA","PC07578-MSA1000_Diff"
"1405",NA,"Eisenbergiella","NA","PC07578-MSA1000_Diff"
"1406",NA,"Enterobacter","NA","PC07578-MSA1000_Diff"
"1407",NA,"Erwinia","NA","PC07578-MSA1000_Diff"
"1408",NA,"Erysipelatoclostridium","NA","PC07578-MSA1000_Diff"
"1409",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-MSA1000_Diff"
"1410",NA,"Faecalibacterium","NA","PC07578-MSA1000_Diff"
"1411",NA,"Family XIII AD3011 group","NA","PC07578-MSA1000_Diff"
"1412",NA,"Flavonifractor","NA","PC07578-MSA1000_Diff"
"1413",NA,"Fusicatenibacter","NA","PC07578-MSA1000_Diff"
"1414",NA,"Gordonibacter","NA","PC07578-MSA1000_Diff"
"1415",NA,"Gossypium arboreum","NA","PC07578-MSA1000_Diff"
"1416",NA,"Holdemania","NA","PC07578-MSA1000_Diff"
"1417",NA,"Hungatella","NA","PC07578-MSA1000_Diff"
"1418",NA,"Intestinibacter","NA","PC07578-MSA1000_Diff"
"1419",NA,"Intestinimonas","NA","PC07578-MSA1000_Diff"
"1420",NA,"Kluyvera","NA","PC07578-MSA1000_Diff"
"1421",NA,"Lachnospira","NA","PC07578-MSA1000_Diff"
"1422",NA,"Lachnospiraceae FCS020 group","NA","PC07578-MSA1000_Diff"
"1423",NA,"Lachnospiraceae ND3007 group","NA","PC07578-MSA1000_Diff"
"1424",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-MSA1000_Diff"
"1425",NA,"Lachnospiraceae UCG-001","NA","PC07578-MSA1000_Diff"
"1426",NA,"Lachnospiraceae UCG-004","NA","PC07578-MSA1000_Diff"
"1427",NA,"Lachnospiraceae UCG-008","NA","PC07578-MSA1000_Diff"
"1428",NA,"Lactonifactor","NA","PC07578-MSA1000_Diff"
"1429",NA,"Marvinbryantia","NA","PC07578-MSA1000_Diff"
"1430",NA,"Odoribacter","NA","PC07578-MSA1000_Diff"
"1431",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-MSA1000_Diff"
"1432",NA,"Other","NA","PC07578-MSA1000_Diff"
"1433",NA,"Oxalobacter","NA","PC07578-MSA1000_Diff"
"1434",NA,"Parasutterella","NA","PC07578-MSA1000_Diff"
"1435",NA,"Phascolarctobacterium","NA","PC07578-MSA1000_Diff"
"1436",NA,"Porphyromonas","NA","PC07578-MSA1000_Diff"
"1437",NA,"Raoultella","NA","PC07578-MSA1000_Diff"
"1438",NA,"Roseburia","NA","PC07578-MSA1000_Diff"
"1439",NA,"Ruminiclostridium","NA","PC07578-MSA1000_Diff"
"1440",NA,"Ruminiclostridium 5","NA","PC07578-MSA1000_Diff"
"1441",NA,"Ruminiclostridium 9","NA","PC07578-MSA1000_Diff"
"1442",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-MSA1000_Diff"
"1443",NA,"Ruminococcaceae UCG-002","NA","PC07578-MSA1000_Diff"
"1444",NA,"Ruminococcaceae UCG-003","NA","PC07578-MSA1000_Diff"
"1445",NA,"Ruminococcaceae UCG-004","NA","PC07578-MSA1000_Diff"
"1446",NA,"Ruminococcaceae UCG-005","NA","PC07578-MSA1000_Diff"
"1447",NA,"Ruminococcaceae UCG-013","NA","PC07578-MSA1000_Diff"
"1448",NA,"Ruminococcaceae UCG-014","NA","PC07578-MSA1000_Diff"
"1449",NA,"Ruminococcus 1","NA","PC07578-MSA1000_Diff"
"1450",NA,"Ruminococcus 2","NA","PC07578-MSA1000_Diff"
"1451",NA,"Sellimonas","NA","PC07578-MSA1000_Diff"
"1452",NA,"Serratia","NA","PC07578-MSA1000_Diff"
"1453",NA,"Succiniclasticum","NA","PC07578-MSA1000_Diff"
"1454",NA,"Tyzzerella","NA","PC07578-MSA1000_Diff"
"1455",NA,"Tyzzerella 3","NA","PC07578-MSA1000_Diff"
"1456",NA,"Acinetobacter","NA","PC07578-MSA1001_Diff"
"1457",NA,"Actinomyces","NA","PC07578-MSA1001_Diff"
"1458",NA,"Alistipes","NA","PC07578-MSA1001_Diff"
"1459",NA,"Anaerostipes","NA","PC07578-MSA1001_Diff"
"1460",NA,"Bacillus","-99.9151226279095","PC07578-MSA1001_Diff"
"1461",NA,"Bacteroides","NA","PC07578-MSA1001_Diff"
"1462",NA,"Bifidobacterium","NA","PC07578-MSA1001_Diff"
"1463",NA,"Bilophila","NA","PC07578-MSA1001_Diff"
"1464",NA,"Clostridium","NA","PC07578-MSA1001_Diff"
"1465",NA,"Lachnoclostridium","NA","PC07578-MSA1001_Diff"
"1466",NA,"Collinsella","NA","PC07578-MSA1001_Diff"
"1467",NA,"Coprobacillus","NA","PC07578-MSA1001_Diff"
"1468",NA,"Cryptococcus",NA,"PC07578-MSA1001_Diff"
"1469",NA,"Deinococcus","NA","PC07578-MSA1001_Diff"
"1470",NA,"Enterococcus","-99.6356415441511","PC07578-MSA1001_Diff"
"1471",NA,"Escherichia-Shigella","-35.5030294499329","PC07578-MSA1001_Diff"
"1472",NA,"Fusobacterium","NA","PC07578-MSA1001_Diff"
"1473",NA,"Helicobacter","NA","PC07578-MSA1001_Diff"
"1474",NA,"Lactobacillus","-93.8470536279109","PC07578-MSA1001_Diff"
"1475",NA,"Listeria","-99.948436996455","PC07578-MSA1001_Diff"
"1476",NA,"Neisseria","NA","PC07578-MSA1001_Diff"
"1477",NA,"Paenibacillus","NA","PC07578-MSA1001_Diff"
"1478",NA,"Parabacteroides","NA","PC07578-MSA1001_Diff"
"1479",NA,"Pediococcus","NA","PC07578-MSA1001_Diff"
"1480",NA,"Porphyromonadaceae","NA","PC07578-MSA1001_Diff"
"1481",NA,"Propionibacterium","NA","PC07578-MSA1001_Diff"
"1482",NA,"Pseudomonas","-99.9940813815949","PC07578-MSA1001_Diff"
"1483",NA,"Pyramidobacter","NA","PC07578-MSA1001_Diff"
"1484",NA,"Ralstonia","NA","PC07578-MSA1001_Diff"
"1485",NA,"Rhodobacter","NA","PC07578-MSA1001_Diff"
"1486",NA,"Saccharomyces",NA,"PC07578-MSA1001_Diff"
"1487",NA,"Salmonella",NA,"PC07578-MSA1001_Diff"
"1488",NA,"Staphylococcus","322.733996050142","PC07578-MSA1001_Diff"
"1489",NA,"Streptococcus","NA","PC07578-MSA1001_Diff"
"1490",NA,"Subdoligranulum","NA","PC07578-MSA1001_Diff"
"1491",NA,"[Clostridium] innocuum group","NA","PC07578-MSA1001_Diff"
"1492",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-MSA1001_Diff"
"1493",NA,"[Eubacterium] eligens group","NA","PC07578-MSA1001_Diff"
"1494",NA,"[Eubacterium] hallii group","NA","PC07578-MSA1001_Diff"
"1495",NA,"[Eubacterium] rectale group","NA","PC07578-MSA1001_Diff"
"1496",NA,"[Eubacterium] ventriosum group","NA","PC07578-MSA1001_Diff"
"1497",NA,"[Eubacterium] xylanophilum group","NA","PC07578-MSA1001_Diff"
"1498",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-MSA1001_Diff"
"1499",NA,"[Ruminococcus] torques group","NA","PC07578-MSA1001_Diff"
"1500",NA,"Adlercreutzia","NA","PC07578-MSA1001_Diff"
"1501",NA,"Akkermansia","NA","PC07578-MSA1001_Diff"
"1502",NA,"Ambiguous_taxa","NA","PC07578-MSA1001_Diff"
"1503",NA,"Anaerofilum","NA","PC07578-MSA1001_Diff"
"1504",NA,"Anaerotruncus","NA","PC07578-MSA1001_Diff"
"1505",NA,"Blautia","NA","PC07578-MSA1001_Diff"
"1506",NA,"Butyricicoccus","NA","PC07578-MSA1001_Diff"
"1507",NA,"Candidatus Stoquefichus","NA","PC07578-MSA1001_Diff"
"1508",NA,"Carnobacterium","NA","PC07578-MSA1001_Diff"
"1509",NA,"Christensenellaceae R-7 group","NA","PC07578-MSA1001_Diff"
"1510",NA,"Clostridium sensu stricto 1","NA","PC07578-MSA1001_Diff"
"1511",NA,"Coprococcus 1","NA","PC07578-MSA1001_Diff"
"1512",NA,"Coprococcus 2","NA","PC07578-MSA1001_Diff"
"1513",NA,"Coprococcus 3","NA","PC07578-MSA1001_Diff"
"1514",NA,"Defluviitaleaceae UCG-011","NA","PC07578-MSA1001_Diff"
"1515",NA,"Dialister","NA","PC07578-MSA1001_Diff"
"1516",NA,"Dorea","NA","PC07578-MSA1001_Diff"
"1517",NA,"Eisenbergiella","NA","PC07578-MSA1001_Diff"
"1518",NA,"Enterobacter","NA","PC07578-MSA1001_Diff"
"1519",NA,"Erwinia","NA","PC07578-MSA1001_Diff"
"1520",NA,"Erysipelatoclostridium","NA","PC07578-MSA1001_Diff"
"1521",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-MSA1001_Diff"
"1522",NA,"Faecalibacterium","NA","PC07578-MSA1001_Diff"
"1523",NA,"Family XIII AD3011 group","NA","PC07578-MSA1001_Diff"
