,Genus,value,Plate,Type
1718,Eggerthia,NA,PC07578,MSA1000
1719,Enterorhabdus,NA,PC07578,MSA1000
1720,Faecalibacterium,NA,PC07578,MSA1000
1721,Finegoldia,NA,PC07578,MSA1000
1722,Flavonifractor,NA,PC07578,MSA1000
1723,Gemella,NA,PC07578,MSA1000
1724,Gordonibacter,NA,PC07578,MSA1000
1725,Granulicatella,NA,PC07578,MSA1000
1726,Haemophilus,NA,PC07578,MSA1000
1727,Holdemania,NA,PC07578,MSA1000
1728,Incertae Sedis,NA,PC07578,MSA1000
1729,Intestinimonas,NA,PC07578,MSA1000
1730,Lachnoanaerobaculum,NA,PC07578,MSA1000
1731,Lachnospira,NA,PC07578,MSA1000
1732,Lactococcus,NA,PC07578,MSA1000
1733,Lautropia,NA,PC07578,MSA1000
1734,Leptotrichia,NA,PC07578,MSA1000
1735,Leuconostoc,NA,PC07578,MSA1000
1736,Lysobacter,NA,PC07578,MSA1000
1737,Marvinbryantia,NA,PC07578,MSA1000
1738,Massilia,NA,PC07578,MSA1000
1739,Megasphaera,NA,PC07578,MSA1000
1740,Methylobacterium,NA,PC07578,MSA1000
1741,Mogibacterium,NA,PC07578,MSA1000
1742,Moraxella,NA,PC07578,MSA1000
1743,Mycobacterium,NA,PC07578,MSA1000
1744,Nevskia,NA,PC07578,MSA1000
1745,Nocardioides,NA,PC07578,MSA1000
1746,Nosocomiicoccus,NA,PC07578,MSA1000
1747,Odoribacter,NA,PC07578,MSA1000
1748,Oribacterium,NA,PC07578,MSA1000
1749,Oscillibacter,NA,PC07578,MSA1000
1750,Oscillospira,NA,PC07578,MSA1000
1751,Other,NA,PC07578,MSA1000
1752,Papillibacter,NA,PC07578,MSA1000
1753,Paracoccus,NA,PC07578,MSA1000
1754,Parasutterella,NA,PC07578,MSA1000
1755,Pedobacter,NA,PC07578,MSA1000
1756,Peptoniphilus,NA,PC07578,MSA1000
1757,Phascolarctobacterium,NA,PC07578,MSA1000
1758,Phenylobacterium,NA,PC07578,MSA1000
1759,Porphyromonas,NA,PC07578,MSA1000
1760,Prevotella,NA,PC07578,MSA1000
1761,Pseudobutyrivibrio,NA,PC07578,MSA1000
1762,Rhizobium,NA,PC07578,MSA1000
1763,Roseburia,NA,PC07578,MSA1000
1764,Rothia,NA,PC07578,MSA1000
1765,Rubellimicrobium,NA,PC07578,MSA1000
1766,Ruminococcus,NA,PC07578,MSA1000
1767,Salinarimonas,NA,PC07578,MSA1000
1768,Scardovia,NA,PC07578,MSA1000
1769,Sediminibacterium,NA,PC07578,MSA1000
1770,Solobacterium,NA,PC07578,MSA1000
1771,Sphingomonas,NA,PC07578,MSA1000
1772,Stomatobaculum,NA,PC07578,MSA1000
1773,Succiniclasticum,NA,PC07578,MSA1000
1774,Sutterella,NA,PC07578,MSA1000
1775,Synergistes,NA,PC07578,MSA1000
1776,Thalassospira,NA,PC07578,MSA1000
1777,Treponema,NA,PC07578,MSA1000
1778,Turicibacter,NA,PC07578,MSA1000
1779,uncultured,NA,PC07578,MSA1000
1780,Veillonella,NA,PC07578,MSA1000
1781,Weissella,NA,PC07578,MSA1000
1782,Acinetobacter,NA,PC07578,MSA1001
1783,Actinomyces,NA,PC07578,MSA1001
1784,Alistipes,NA,PC07578,MSA1001
1785,Anaerostipes,NA,PC07578,MSA1001
1786,Bacillus,90.40771771,PC07578,MSA1001
1787,Bacteroides,NA,PC07578,MSA1001
1788,Bifidobacterium,NA,PC07578,MSA1001
1789,Bilophila,NA,PC07578,MSA1001
1790,Clostridium,NA,PC07578,MSA1001
1791,Lachnoclostridium,NA,PC07578,MSA1001
1792,Collinsella,NA,PC07578,MSA1001
1793,Coprobacillus,NA,PC07578,MSA1001
1794,Cryptococcus,NA,PC07578,MSA1001
1795,Deinococcus,NA,PC07578,MSA1001
1796,Enterococcus,-99.54887031,PC07578,MSA1001
1797,Escherichia-Shigella,-27.00820539,PC07578,MSA1001
1798,Fusobacterium,NA,PC07578,MSA1001
1799,Helicobacter,NA,PC07578,MSA1001
1800,Lactobacillus,-94.97400509,PC07578,MSA1001
1801,Listeria,-100,PC07578,MSA1001
1802,Neisseria,NA,PC07578,MSA1001
1803,Paenibacillus,NA,PC07578,MSA1001
1804,Parabacteroides,NA,PC07578,MSA1001
1805,Pediococcus,NA,PC07578,MSA1001
1806,Porphyromonadaceae,NA,PC07578,MSA1001
1807,Propionibacterium,NA,PC07578,MSA1001
1808,Pseudomonas,-100,PC07578,MSA1001
1809,Pyramidobacter,NA,PC07578,MSA1001
1810,Ralstonia,NA,PC07578,MSA1001
1811,Rhodobacter,NA,PC07578,MSA1001
1812,Saccharomyces,NA,PC07578,MSA1001
1813,Salmonella,NA,PC07578,MSA1001
1814,Staphylococcus,327.0171592,PC07578,MSA1001
1815,Streptococcus,NA,PC07578,MSA1001
1816,Subdoligranulum,NA,PC07578,MSA1001
1817,Abiotrophia,NA,PC07578,MSA1001
1818,Acetanaerobacterium,NA,PC07578,MSA1001
1819,Acidaminococcus,NA,PC07578,MSA1001
1820,Actinobacillus,NA,PC07578,MSA1001
1821,Adlercreutzia,NA,PC07578,MSA1001
1822,Akkermansia,NA,PC07578,MSA1001
1823,Alcaligenes,NA,PC07578,MSA1001
1824,Alkanindiges,NA,PC07578,MSA1001
1825,Alloprevotella,NA,PC07578,MSA1001
1826,Anaerococcus,NA,PC07578,MSA1001
1827,Anaerofilum,NA,PC07578,MSA1001
1828,Anaerofustis,NA,PC07578,MSA1001
1829,Anaeromyxobacter,NA,PC07578,MSA1001
1830,Anaerosporobacter,NA,PC07578,MSA1001
1831,Anaerotruncus,NA,PC07578,MSA1001
1832,Arthrobacter,NA,PC07578,MSA1001
1833,Atopobium,NA,PC07578,MSA1001
1834,Azospirillum,NA,PC07578,MSA1001
1835,Basidiomycota,NA,PC07578,MSA1001
1836,Bergeyella,NA,PC07578,MSA1001
1837,Blautia,NA,PC07578,MSA1001
1838,Bradyrhizobium,NA,PC07578,MSA1001
1839,Brevundimonas,NA,PC07578,MSA1001
1840,Bryobacter,NA,PC07578,MSA1001
1841,Butyricimonas,NA,PC07578,MSA1001
1842,Campylobacter,NA,PC07578,MSA1001
1843,Candidatus Planktophila,NA,PC07578,MSA1001
1844,Capnocytophaga,NA,PC07578,MSA1001
1845,Christensenella,NA,PC07578,MSA1001
1846,Clostridium sensu stricto 1,NA,PC07578,MSA1001
1847,Coprococcus,NA,PC07578,MSA1001
1848,Corynebacterium,NA,PC07578,MSA1001
1849,Desulfovibrio,NA,PC07578,MSA1001
1850,Devosia,NA,PC07578,MSA1001
1851,Dialister,NA,PC07578,MSA1001
1852,Dolosigranulum,NA,PC07578,MSA1001
1853,Dorea,NA,PC07578,MSA1001
1854,Eggerthella,NA,PC07578,MSA1001
1855,Eggerthia,NA,PC07578,MSA1001
1856,Enterorhabdus,NA,PC07578,MSA1001
1857,Faecalibacterium,NA,PC07578,MSA1001
1858,Finegoldia,NA,PC07578,MSA1001
1859,Flavonifractor,NA,PC07578,MSA1001
1860,Gemella,NA,PC07578,MSA1001
1861,Gordonibacter,NA,PC07578,MSA1001
1862,Granulicatella,NA,PC07578,MSA1001
1863,Haemophilus,NA,PC07578,MSA1001
1864,Holdemania,NA,PC07578,MSA1001
1865,Incertae Sedis,NA,PC07578,MSA1001
1866,Intestinimonas,NA,PC07578,MSA1001
1867,Lachnoanaerobaculum,NA,PC07578,MSA1001
1868,Lachnospira,NA,PC07578,MSA1001
1869,Lactococcus,NA,PC07578,MSA1001
1870,Lautropia,NA,PC07578,MSA1001
1871,Leptotrichia,NA,PC07578,MSA1001
1872,Leuconostoc,NA,PC07578,MSA1001
1873,Lysobacter,NA,PC07578,MSA1001
1874,Marvinbryantia,NA,PC07578,MSA1001
1875,Massilia,NA,PC07578,MSA1001
1876,Megasphaera,NA,PC07578,MSA1001
1877,Methylobacterium,NA,PC07578,MSA1001
1878,Mogibacterium,NA,PC07578,MSA1001
1879,Moraxella,NA,PC07578,MSA1001
1880,Mycobacterium,NA,PC07578,MSA1001
1881,Nevskia,NA,PC07578,MSA1001
1882,Nocardioides,NA,PC07578,MSA1001
1883,Nosocomiicoccus,NA,PC07578,MSA1001
1884,Odoribacter,NA,PC07578,MSA1001
1885,Oribacterium,NA,PC07578,MSA1001
1886,Oscillibacter,NA,PC07578,MSA1001
1887,Oscillospira,NA,PC07578,MSA1001
1888,Other,NA,PC07578,MSA1001
1889,Papillibacter,NA,PC07578,MSA1001
1890,Paracoccus,NA,PC07578,MSA1001
1891,Parasutterella,NA,PC07578,MSA1001
1892,Pedobacter,NA,PC07578,MSA1001
1893,Peptoniphilus,NA,PC07578,MSA1001
1894,Phascolarctobacterium,NA,PC07578,MSA1001
1895,Phenylobacterium,NA,PC07578,MSA1001
1896,Porphyromonas,NA,PC07578,MSA1001
1897,Prevotella,NA,PC07578,MSA1001
1898,Pseudobutyrivibrio,NA,PC07578,MSA1001
1899,Rhizobium,NA,PC07578,MSA1001
1900,Roseburia,NA,PC07578,MSA1001
1901,Rothia,NA,PC07578,MSA1001
1902,Rubellimicrobium,NA,PC07578,MSA1001
1903,Ruminococcus,NA,PC07578,MSA1001
1904,Salinarimonas,NA,PC07578,MSA1001
1905,Scardovia,NA,PC07578,MSA1001
1906,Sediminibacterium,NA,PC07578,MSA1001
1907,Solobacterium,NA,PC07578,MSA1001
1908,Sphingomonas,NA,PC07578,MSA1001
1909,Stomatobaculum,NA,PC07578,MSA1001
1910,Succiniclasticum,NA,PC07578,MSA1001
1911,Sutterella,NA,PC07578,MSA1001
1912,Synergistes,NA,PC07578,MSA1001
1913,Thalassospira,NA,PC07578,MSA1001
1914,Treponema,NA,PC07578,MSA1001
1915,Turicibacter,NA,PC07578,MSA1001
1916,uncultured,NA,PC07578,MSA1001
1917,Veillonella,NA,PC07578,MSA1001
1918,Weissella,NA,PC07578,MSA1001
1919,Acinetobacter,NA,PC07578,MSA1002
1920,Actinomyces,NA,PC07578,MSA1002
1921,Alistipes,NA,PC07578,MSA1002
1922,Anaerostipes,NA,PC07578,MSA1002
1923,Bacillus,64.31993188,PC07578,MSA1002
1924,Bacteroides,NA,PC07578,MSA1002
1925,Bifidobacterium,NA,PC07578,MSA1002
1926,Bilophila,NA,PC07578,MSA1002
1927,Clostridium,NA,PC07578,MSA1002
1928,Lachnoclostridium,NA,PC07578,MSA1002
1929,Collinsella,NA,PC07578,MSA1002
1930,Coprobacillus,NA,PC07578,MSA1002
1931,Cryptococcus,NA,PC07578,MSA1002
1932,Deinococcus,NA,PC07578,MSA1002
1933,Enterococcus,-79.82417325,PC07578,MSA1002
1934,Escherichia-Shigella,-60.49197648,PC07578,MSA1002
1935,Fusobacterium,NA,PC07578,MSA1002
1936,Helicobacter,NA,PC07578,MSA1002
1937,Lactobacillus,-72.57766901,PC07578,MSA1002
1938,Listeria,-100,PC07578,MSA1002
1939,Neisseria,NA,PC07578,MSA1002
1940,Paenibacillus,NA,PC07578,MSA1002
1941,Parabacteroides,NA,PC07578,MSA1002
1942,Pediococcus,NA,PC07578,MSA1002
1943,Porphyromonadaceae,NA,PC07578,MSA1002
1944,Propionibacterium,NA,PC07578,MSA1002
1945,Pseudomonas,-100,PC07578,MSA1002
1946,Pyramidobacter,NA,PC07578,MSA1002
1947,Ralstonia,NA,PC07578,MSA1002
1948,Rhodobacter,NA,PC07578,MSA1002
1949,Saccharomyces,NA,PC07578,MSA1002
1950,Salmonella,NA,PC07578,MSA1002
1951,Staphylococcus,-25.33244048,PC07578,MSA1002
1952,Streptococcus,NA,PC07578,MSA1002
1953,Subdoligranulum,NA,PC07578,MSA1002
1954,Abiotrophia,NA,PC07578,MSA1002
1955,Acetanaerobacterium,NA,PC07578,MSA1002
1956,Acidaminococcus,NA,PC07578,MSA1002
1957,Actinobacillus,NA,PC07578,MSA1002
1958,Adlercreutzia,NA,PC07578,MSA1002
1959,Akkermansia,NA,PC07578,MSA1002
1960,Alcaligenes,NA,PC07578,MSA1002
1961,Alkanindiges,NA,PC07578,MSA1002
1962,Alloprevotella,NA,PC07578,MSA1002
1963,Anaerococcus,NA,PC07578,MSA1002
1964,Anaerofilum,NA,PC07578,MSA1002
1965,Anaerofustis,NA,PC07578,MSA1002
1966,Anaeromyxobacter,NA,PC07578,MSA1002
1967,Anaerosporobacter,NA,PC07578,MSA1002
1968,Anaerotruncus,NA,PC07578,MSA1002
1969,Arthrobacter,NA,PC07578,MSA1002
1970,Atopobium,NA,PC07578,MSA1002
1971,Azospirillum,NA,PC07578,MSA1002
1972,Basidiomycota,NA,PC07578,MSA1002
1973,Bergeyella,NA,PC07578,MSA1002
1974,Blautia,NA,PC07578,MSA1002
1975,Bradyrhizobium,NA,PC07578,MSA1002
1976,Brevundimonas,NA,PC07578,MSA1002
1977,Bryobacter,NA,PC07578,MSA1002
1978,Butyricimonas,NA,PC07578,MSA1002
1979,Campylobacter,NA,PC07578,MSA1002
1980,Candidatus Planktophila,NA,PC07578,MSA1002
1981,Capnocytophaga,NA,PC07578,MSA1002
1982,Christensenella,NA,PC07578,MSA1002
1983,Clostridium sensu stricto 1,NA,PC07578,MSA1002
1984,Coprococcus,NA,PC07578,MSA1002
1985,Corynebacterium,NA,PC07578,MSA1002
1986,Desulfovibrio,NA,PC07578,MSA1002
1987,Devosia,NA,PC07578,MSA1002
1988,Dialister,NA,PC07578,MSA1002
1989,Dolosigranulum,NA,PC07578,MSA1002
1990,Dorea,NA,PC07578,MSA1002
1991,Eggerthella,NA,PC07578,MSA1002
1992,Eggerthia,NA,PC07578,MSA1002
1993,Enterorhabdus,NA,PC07578,MSA1002
1994,Faecalibacterium,NA,PC07578,MSA1002
1995,Finegoldia,NA,PC07578,MSA1002
1996,Flavonifractor,NA,PC07578,MSA1002
1997,Gemella,NA,PC07578,MSA1002
1998,Gordonibacter,NA,PC07578,MSA1002
1999,Granulicatella,NA,PC07578,MSA1002
2000,Haemophilus,NA,PC07578,MSA1002
2001,Holdemania,NA,PC07578,MSA1002
2002,Incertae Sedis,NA,PC07578,MSA1002
2003,Intestinimonas,NA,PC07578,MSA1002
2004,Lachnoanaerobaculum,NA,PC07578,MSA1002
2005,Lachnospira,NA,PC07578,MSA1002
2006,Lactococcus,NA,PC07578,MSA1002
2007,Lautropia,NA,PC07578,MSA1002
2008,Leptotrichia,NA,PC07578,MSA1002
2009,Leuconostoc,NA,PC07578,MSA1002
2010,Lysobacter,NA,PC07578,MSA1002
2011,Marvinbryantia,NA,PC07578,MSA1002
2012,Massilia,NA,PC07578,MSA1002
2013,Megasphaera,NA,PC07578,MSA1002
2014,Methylobacterium,NA,PC07578,MSA1002
2015,Mogibacterium,NA,PC07578,MSA1002
2016,Moraxella,NA,PC07578,MSA1002
2017,Mycobacterium,NA,PC07578,MSA1002
2018,Nevskia,NA,PC07578,MSA1002
2019,Nocardioides,NA,PC07578,MSA1002
2020,Nosocomiicoccus,NA,PC07578,MSA1002
2021,Odoribacter,NA,PC07578,MSA1002
2022,Oribacterium,NA,PC07578,MSA1002
2023,Oscillibacter,NA,PC07578,MSA1002
2024,Oscillospira,NA,PC07578,MSA1002
2025,Other,NA,PC07578,MSA1002
2026,Papillibacter,NA,PC07578,MSA1002
2027,Paracoccus,NA,PC07578,MSA1002
2028,Parasutterella,NA,PC07578,MSA1002
2029,Pedobacter,NA,PC07578,MSA1002
2030,Peptoniphilus,NA,PC07578,MSA1002
2031,Phascolarctobacterium,NA,PC07578,MSA1002
2032,Phenylobacterium,NA,PC07578,MSA1002
2033,Porphyromonas,NA,PC07578,MSA1002
2034,Prevotella,NA,PC07578,MSA1002
2035,Pseudobutyrivibrio,NA,PC07578,MSA1002
2036,Rhizobium,NA,PC07578,MSA1002
2037,Roseburia,NA,PC07578,MSA1002
2038,Rothia,NA,PC07578,MSA1002
2039,Rubellimicrobium,NA,PC07578,MSA1002
2040,Ruminococcus,NA,PC07578,MSA1002
2041,Salinarimonas,NA,PC07578,MSA1002
2042,Scardovia,NA,PC07578,MSA1002
2043,Sediminibacterium,NA,PC07578,MSA1002
2044,Solobacterium,NA,PC07578,MSA1002
2045,Sphingomonas,NA,PC07578,MSA1002
2046,Stomatobaculum,NA,PC07578,MSA1002
2047,Succiniclasticum,NA,PC07578,MSA1002
2048,Sutterella,NA,PC07578,MSA1002
2049,Synergistes,NA,PC07578,MSA1002
2050,Thalassospira,NA,PC07578,MSA1002
2051,Treponema,NA,PC07578,MSA1002
2052,Turicibacter,NA,PC07578,MSA1002
2053,uncultured,NA,PC07578,MSA1002
2054,Veillonella,NA,PC07578,MSA1002
2055,Weissella,NA,PC07578,MSA1002
2056,Acinetobacter,NA,PC07578,MSA1003
2057,Actinomyces,NA,PC07578,MSA1003
2058,Alistipes,NA,PC07578,MSA1003
2059,Anaerostipes,NA,PC07578,MSA1003
2060,Bacillus,-30.7222049,PC07578,MSA1003
2061,Bacteroides,NA,PC07578,MSA1003
2062,Bifidobacterium,NA,PC07578,MSA1003
2063,Bilophila,NA,PC07578,MSA1003
2064,Clostridium,NA,PC07578,MSA1003
2065,Lachnoclostridium,NA,PC07578,MSA1003
2066,Collinsella,NA,PC07578,MSA1003
2067,Coprobacillus,NA,PC07578,MSA1003
2068,Cryptococcus,NA,PC07578,MSA1003
2069,Deinococcus,NA,PC07578,MSA1003
2070,Enterococcus,-99.5230262,PC07578,MSA1003
2071,Escherichia-Shigella,59.32816483,PC07578,MSA1003
2072,Fusobacterium,NA,PC07578,MSA1003
2073,Helicobacter,NA,PC07578,MSA1003
2074,Lactobacillus,19.48909237,PC07578,MSA1003
2075,Listeria,-100,PC07578,MSA1003
2076,Neisseria,NA,PC07578,MSA1003
2077,Paenibacillus,NA,PC07578,MSA1003
2078,Parabacteroides,NA,PC07578,MSA1003
2079,Pediococcus,NA,PC07578,MSA1003
2080,Porphyromonadaceae,NA,PC07578,MSA1003
2081,Propionibacterium,NA,PC07578,MSA1003
2082,Pseudomonas,-100,PC07578,MSA1003
2083,Pyramidobacter,NA,PC07578,MSA1003
2084,Ralstonia,NA,PC07578,MSA1003
2085,Rhodobacter,NA,PC07578,MSA1003
2086,Saccharomyces,NA,PC07578,MSA1003
2087,Salmonella,NA,PC07578,MSA1003
2088,Staphylococcus,81.12735297,PC07578,MSA1003
2089,Streptococcus,NA,PC07578,MSA1003
2090,Subdoligranulum,NA,PC07578,MSA1003
2091,Abiotrophia,NA,PC07578,MSA1003
2092,Acetanaerobacterium,NA,PC07578,MSA1003
2093,Acidaminococcus,NA,PC07578,MSA1003
2094,Actinobacillus,NA,PC07578,MSA1003
2095,Adlercreutzia,NA,PC07578,MSA1003
2096,Akkermansia,NA,PC07578,MSA1003
2097,Alcaligenes,NA,PC07578,MSA1003
2098,Alkanindiges,NA,PC07578,MSA1003
2099,Alloprevotella,NA,PC07578,MSA1003
2100,Anaerococcus,NA,PC07578,MSA1003
2101,Anaerofilum,NA,PC07578,MSA1003
2102,Anaerofustis,NA,PC07578,MSA1003
2103,Anaeromyxobacter,NA,PC07578,MSA1003
2104,Anaerosporobacter,NA,PC07578,MSA1003
2105,Anaerotruncus,NA,PC07578,MSA1003
2106,Arthrobacter,NA,PC07578,MSA1003
2107,Atopobium,NA,PC07578,MSA1003
2108,Azospirillum,NA,PC07578,MSA1003
2109,Basidiomycota,NA,PC07578,MSA1003
2110,Bergeyella,NA,PC07578,MSA1003
2111,Blautia,NA,PC07578,MSA1003
2112,Bradyrhizobium,NA,PC07578,MSA1003
2113,Brevundimonas,NA,PC07578,MSA1003
2114,Bryobacter,NA,PC07578,MSA1003
2115,Butyricimonas,NA,PC07578,MSA1003
2116,Campylobacter,NA,PC07578,MSA1003
2117,Candidatus Planktophila,NA,PC07578,MSA1003
2118,Capnocytophaga,NA,PC07578,MSA1003
2119,Christensenella,NA,PC07578,MSA1003
2120,Clostridium sensu stricto 1,NA,PC07578,MSA1003
2121,Coprococcus,NA,PC07578,MSA1003
2122,Corynebacterium,NA,PC07578,MSA1003
2123,Desulfovibrio,NA,PC07578,MSA1003
2124,Devosia,NA,PC07578,MSA1003
2125,Dialister,NA,PC07578,MSA1003
2126,Dolosigranulum,NA,PC07578,MSA1003
2127,Dorea,NA,PC07578,MSA1003
2128,Eggerthella,NA,PC07578,MSA1003
2129,Eggerthia,NA,PC07578,MSA1003
2130,Enterorhabdus,NA,PC07578,MSA1003
2131,Faecalibacterium,NA,PC07578,MSA1003
2132,Finegoldia,NA,PC07578,MSA1003
2133,Flavonifractor,NA,PC07578,MSA1003
2134,Gemella,NA,PC07578,MSA1003
2135,Gordonibacter,NA,PC07578,MSA1003
2136,Granulicatella,NA,PC07578,MSA1003
2137,Haemophilus,NA,PC07578,MSA1003
2138,Holdemania,NA,PC07578,MSA1003
2139,Incertae Sedis,NA,PC07578,MSA1003
2140,Intestinimonas,NA,PC07578,MSA1003
2141,Lachnoanaerobaculum,NA,PC07578,MSA1003
2142,Lachnospira,NA,PC07578,MSA1003
2143,Lactococcus,NA,PC07578,MSA1003
2144,Lautropia,NA,PC07578,MSA1003
2145,Leptotrichia,NA,PC07578,MSA1003
2146,Leuconostoc,NA,PC07578,MSA1003
2147,Lysobacter,NA,PC07578,MSA1003
2148,Marvinbryantia,NA,PC07578,MSA1003
2149,Massilia,NA,PC07578,MSA1003
2150,Megasphaera,NA,PC07578,MSA1003
2151,Methylobacterium,NA,PC07578,MSA1003
2152,Mogibacterium,NA,PC07578,MSA1003
2153,Moraxella,NA,PC07578,MSA1003
2154,Mycobacterium,NA,PC07578,MSA1003
2155,Nevskia,NA,PC07578,MSA1003
2156,Nocardioides,NA,PC07578,MSA1003
2157,Nosocomiicoccus,NA,PC07578,MSA1003
2158,Odoribacter,NA,PC07578,MSA1003
2159,Oribacterium,NA,PC07578,MSA1003
2160,Oscillibacter,NA,PC07578,MSA1003
2161,Oscillospira,NA,PC07578,MSA1003
2162,Other,NA,PC07578,MSA1003
2163,Papillibacter,NA,PC07578,MSA1003
2164,Paracoccus,NA,PC07578,MSA1003
2165,Parasutterella,NA,PC07578,MSA1003
2166,Pedobacter,NA,PC07578,MSA1003
2167,Peptoniphilus,NA,PC07578,MSA1003
2168,Phascolarctobacterium,NA,PC07578,MSA1003
2169,Phenylobacterium,NA,PC07578,MSA1003
2170,Porphyromonas,NA,PC07578,MSA1003
2171,Prevotella,NA,PC07578,MSA1003
2172,Pseudobutyrivibrio,NA,PC07578,MSA1003
2173,Rhizobium,NA,PC07578,MSA1003
2174,Roseburia,NA,PC07578,MSA1003
2175,Rothia,NA,PC07578,MSA1003
2176,Rubellimicrobium,NA,PC07578,MSA1003
2177,Ruminococcus,NA,PC07578,MSA1003
2178,Salinarimonas,NA,PC07578,MSA1003
2179,Scardovia,NA,PC07578,MSA1003
2180,Sediminibacterium,NA,PC07578,MSA1003
2181,Solobacterium,NA,PC07578,MSA1003
2182,Sphingomonas,NA,PC07578,MSA1003
2183,Stomatobaculum,NA,PC07578,MSA1003
2184,Succiniclasticum,NA,PC07578,MSA1003
2185,Sutterella,NA,PC07578,MSA1003
2186,Synergistes,NA,PC07578,MSA1003
2187,Thalassospira,NA,PC07578,MSA1003
2188,Treponema,NA,PC07578,MSA1003
2189,Turicibacter,NA,PC07578,MSA1003
2190,uncultured,NA,PC07578,MSA1003
2191,Veillonella,NA,PC07578,MSA1003
2192,Weissella,NA,PC07578,MSA1003
2193,Acinetobacter,NA,PC07578,Seq.200
2194,Actinomyces,NA,PC07578,Seq.200
2195,Alistipes,NA,PC07578,Seq.200
2196,Anaerostipes,NA,PC07578,Seq.200
2197,Bacillus,21.73579068,PC07578,Seq.200
2198,Bacteroides,NA,PC07578,Seq.200
2199,Bifidobacterium,NA,PC07578,Seq.200
2200,Bilophila,NA,PC07578,Seq.200
2201,Clostridium,NA,PC07578,Seq.200
2202,Lachnoclostridium,NA,PC07578,Seq.200
2203,Collinsella,NA,PC07578,Seq.200
2204,Coprobacillus,NA,PC07578,Seq.200
2205,Cryptococcus,NA,PC07578,Seq.200
2206,Deinococcus,NA,PC07578,Seq.200
2207,Enterococcus,-21.45992383,PC07578,Seq.200
2208,Escherichia-Shigella,-30.31126294,PC07578,Seq.200
2209,Fusobacterium,NA,PC07578,Seq.200
2210,Helicobacter,NA,PC07578,Seq.200
2211,Lactobacillus,-45.7750064,PC07578,Seq.200
2212,Listeria,34.57980291,PC07578,Seq.200
2213,Neisseria,NA,PC07578,Seq.200
2214,Paenibacillus,NA,PC07578,Seq.200
2215,Parabacteroides,NA,PC07578,Seq.200
2216,Pediococcus,NA,PC07578,Seq.200
2217,Porphyromonadaceae,NA,PC07578,Seq.200
2218,Propionibacterium,NA,PC07578,Seq.200
2219,Pseudomonas,-100,PC07578,Seq.200
2220,Pyramidobacter,NA,PC07578,Seq.200
2221,Ralstonia,NA,PC07578,Seq.200
2222,Rhodobacter,NA,PC07578,Seq.200
2223,Saccharomyces,NA,PC07578,Seq.200
2224,Salmonella,NA,PC07578,Seq.200
2225,Staphylococcus,86.11737397,PC07578,Seq.200
2226,Streptococcus,NA,PC07578,Seq.200
2227,Subdoligranulum,NA,PC07578,Seq.200
2228,Abiotrophia,NA,PC07578,Seq.200
2229,Acetanaerobacterium,NA,PC07578,Seq.200
2230,Acidaminococcus,NA,PC07578,Seq.200
2231,Actinobacillus,NA,PC07578,Seq.200
2232,Adlercreutzia,NA,PC07578,Seq.200
2233,Akkermansia,NA,PC07578,Seq.200
2234,Alcaligenes,NA,PC07578,Seq.200
2235,Alkanindiges,NA,PC07578,Seq.200
2236,Alloprevotella,NA,PC07578,Seq.200
2237,Anaerococcus,NA,PC07578,Seq.200
2238,Anaerofilum,NA,PC07578,Seq.200
2239,Anaerofustis,NA,PC07578,Seq.200
2240,Anaeromyxobacter,NA,PC07578,Seq.200
2241,Anaerosporobacter,NA,PC07578,Seq.200
2242,Anaerotruncus,NA,PC07578,Seq.200
2243,Arthrobacter,NA,PC07578,Seq.200
2244,Atopobium,NA,PC07578,Seq.200
2245,Azospirillum,NA,PC07578,Seq.200
2246,Basidiomycota,NA,PC07578,Seq.200
2247,Bergeyella,NA,PC07578,Seq.200
2248,Blautia,NA,PC07578,Seq.200
2249,Bradyrhizobium,NA,PC07578,Seq.200
2250,Brevundimonas,NA,PC07578,Seq.200
2251,Bryobacter,NA,PC07578,Seq.200
2252,Butyricimonas,NA,PC07578,Seq.200
2253,Campylobacter,NA,PC07578,Seq.200
2254,Candidatus Planktophila,NA,PC07578,Seq.200
2255,Capnocytophaga,NA,PC07578,Seq.200
2256,Christensenella,NA,PC07578,Seq.200
2257,Clostridium sensu stricto 1,NA,PC07578,Seq.200
2258,Coprococcus,NA,PC07578,Seq.200
2259,Corynebacterium,NA,PC07578,Seq.200
2260,Desulfovibrio,NA,PC07578,Seq.200
2261,Devosia,NA,PC07578,Seq.200
2262,Dialister,NA,PC07578,Seq.200
2263,Dolosigranulum,NA,PC07578,Seq.200
2264,Dorea,NA,PC07578,Seq.200
2265,Eggerthella,NA,PC07578,Seq.200
2266,Eggerthia,NA,PC07578,Seq.200
2267,Enterorhabdus,NA,PC07578,Seq.200
2268,Faecalibacterium,NA,PC07578,Seq.200
2269,Finegoldia,NA,PC07578,Seq.200
2270,Flavonifractor,NA,PC07578,Seq.200
2271,Gemella,NA,PC07578,Seq.200
2272,Gordonibacter,NA,PC07578,Seq.200
2273,Granulicatella,NA,PC07578,Seq.200
2274,Haemophilus,NA,PC07578,Seq.200
2275,Holdemania,NA,PC07578,Seq.200
2276,Incertae Sedis,NA,PC07578,Seq.200
2277,Intestinimonas,NA,PC07578,Seq.200
2278,Lachnoanaerobaculum,NA,PC07578,Seq.200
2279,Lachnospira,NA,PC07578,Seq.200
2280,Lactococcus,NA,PC07578,Seq.200
2281,Lautropia,NA,PC07578,Seq.200
