,Genus,value,Plate,Type
1546,Eubacterium eligens group,0,PC07578,MSA1002
1547,Eubacterium hallii group,0,PC07578,MSA1002
1548,Eubacterium rectale group,5.18E-05,PC07578,MSA1002
1549,Eubacterium ventriosum group,0,PC07578,MSA1002
1550,Eubacterium xylanophilum group,0,PC07578,MSA1002
1551,Ruminococcus gauvreauii group,0,PC07578,MSA1002
1552,Ruminococcus torques group,0,PC07578,MSA1002
1553,Adlercreutzia,0,PC07578,MSA1002
1554,Akkermansia,5.18E-05,PC07578,MSA1002
1555,Ambiguous_taxa,0.200804305,PC07578,MSA1002
1556,Anaerofilum,0,PC07578,MSA1002
1557,Anaerotruncus,6.48E-06,PC07578,MSA1002
1558,Blautia,3.24E-05,PC07578,MSA1002
1559,Butyricicoccus,0,PC07578,MSA1002
1560,Candidatus Stoquefichus,6.48E-06,PC07578,MSA1002
1561,Carnobacterium,6.48E-06,PC07578,MSA1002
1562,Christensenellaceae R-7 group,0,PC07578,MSA1002
1563,Clostridium sensu stricto 1,0.166384966,PC07578,MSA1002
1564,Coprococcus 1,0,PC07578,MSA1002
1565,Coprococcus 2,2.59E-05,PC07578,MSA1002
1566,Coprococcus 3,0,PC07578,MSA1002
1567,Defluviitaleaceae UCG-011,0,PC07578,MSA1002
1568,Dialister,0,PC07578,MSA1002
1569,Dorea,0,PC07578,MSA1002
1570,Eisenbergiella,0,PC07578,MSA1002
1571,Enterobacter,0.001482978,PC07578,MSA1002
1572,Erwinia,6.48E-06,PC07578,MSA1002
1573,Erysipelatoclostridium,0,PC07578,MSA1002
1574,Erysipelotrichaceae UCG-003,0,PC07578,MSA1002
1575,Faecalibacterium,3.24E-05,PC07578,MSA1002
1576,Family XIII AD3011 group,0,PC07578,MSA1002
1577,Flavonifractor,0,PC07578,MSA1002
1578,Fusicatenibacter,6.48E-06,PC07578,MSA1002
1579,Gordonibacter,0,PC07578,MSA1002
1580,Gossypium arboreum,0,PC07578,MSA1002
1581,Holdemania,0,PC07578,MSA1002
1582,Hungatella,6.48E-06,PC07578,MSA1002
1583,Intestinibacter,0,PC07578,MSA1002
1584,Intestinimonas,0,PC07578,MSA1002
1585,Kluyvera,0,PC07578,MSA1002
1586,Lachnospira,1.30E-05,PC07578,MSA1002
1587,Lachnospiraceae FCS020 group,6.48E-06,PC07578,MSA1002
1588,Lachnospiraceae ND3007 group,0,PC07578,MSA1002
1589,Lachnospiraceae NK4A136 group,1.30E-05,PC07578,MSA1002
1590,Lachnospiraceae UCG-001,0,PC07578,MSA1002
1591,Lachnospiraceae UCG-004,0,PC07578,MSA1002
1592,Lachnospiraceae UCG-008,0,PC07578,MSA1002
1593,Lactonifactor,0,PC07578,MSA1002
1594,Marvinbryantia,0,PC07578,MSA1002
1595,Odoribacter,0,PC07578,MSA1002
1596,Oryza sativa Indica Group (long-grained rice),0,PC07578,MSA1002
1597,Other,0.002014001,PC07578,MSA1002
1598,Oxalobacter,0,PC07578,MSA1002
1599,Parasutterella,0,PC07578,MSA1002
1600,Phascolarctobacterium,0,PC07578,MSA1002
1601,Porphyromonas,0.049566439,PC07578,MSA1002
1602,Raoultella,9.71E-05,PC07578,MSA1002
1603,Roseburia,1.30E-05,PC07578,MSA1002
1604,Ruminiclostridium,6.48E-06,PC07578,MSA1002
1605,Ruminiclostridium 5,0,PC07578,MSA1002
1606,Ruminiclostridium 9,0,PC07578,MSA1002
1607,Ruminococcaceae NK4A214 group,6.48E-06,PC07578,MSA1002
1608,Ruminococcaceae UCG-002,1.30E-05,PC07578,MSA1002
1609,Ruminococcaceae UCG-003,6.48E-06,PC07578,MSA1002
1610,Ruminococcaceae UCG-004,0,PC07578,MSA1002
1611,Ruminococcaceae UCG-005,1.94E-05,PC07578,MSA1002
1612,Ruminococcaceae UCG-013,0,PC07578,MSA1002
1613,Ruminococcaceae UCG-014,6.48E-06,PC07578,MSA1002
1614,Ruminococcus 1,3.24E-05,PC07578,MSA1002
1615,Ruminococcus 2,3.89E-05,PC07578,MSA1002
1616,Sellimonas,0,PC07578,MSA1002
1617,Serratia,0.004034478,PC07578,MSA1002
1618,Succiniclasticum,6.48E-06,PC07578,MSA1002
1619,Tyzzerella,0,PC07578,MSA1002
1620,Tyzzerella 3,0,PC07578,MSA1002
1621,Acinetobacter,0.002269834,PC07578,MSA1003
1622,Actinomyces,5.39E-05,PC07578,MSA1003
1623,Alistipes,6.06E-05,PC07578,MSA1003
1624,Anaerostipes,1.35E-05,PC07578,MSA1003
1625,Bacteroides,0.000437802,PC07578,MSA1003
1626,Bifidobacterium,0.000107767,PC07578,MSA1003
1627,Bilophila,0,PC07578,MSA1003
1628,Clostridium,NA,PC07578,MSA1003
1629,Lachnoclostridium,6.74E-06,PC07578,MSA1003
1630,Collinsella,0,PC07578,MSA1003
1631,Coprobacillus,NA,PC07578,MSA1003
1632,Cryptococcus,NA,PC07578,MSA1003
1633,Deinococcus,4.04E-05,PC07578,MSA1003
1634,Enterococcus,0.000303094,PC07578,MSA1003
1635,Fusobacterium,2.69E-05,PC07578,MSA1003
1636,Helicobacter,0.000929487,PC07578,MSA1003
1637,Listeria,7.41E-05,PC07578,MSA1003
1638,Neisseria,0.000835191,PC07578,MSA1003
1639,Paenibacillus,1.35E-05,PC07578,MSA1003
1640,Parabacteroides,3.37E-05,PC07578,MSA1003
1641,Pediococcus,2.69E-05,PC07578,MSA1003
1642,Porphyromonadaceae,NA,PC07578,MSA1003
1643,Propionibacterium,NA,PC07578,MSA1003
1644,Pseudomonas,0.002593134,PC07578,MSA1003
1645,Pyramidobacter,6.74E-06,PC07578,MSA1003
1646,Ralstonia,6.74E-06,PC07578,MSA1003
1647,Rhodobacter,0.011120166,PC07578,MSA1003
1648,Saccharomyces,NA,PC07578,MSA1003
1649,Salmonella,NA,PC07578,MSA1003
1650,Streptococcus,0.160552034,PC07578,MSA1003
1651,Subdoligranulum,1.35E-05,PC07578,MSA1003
1652,Clostridium innocuum group,6.74E-06,PC07578,MSA1003
1653,Eubacterium coprostanoligenes group,1.35E-05,PC07578,MSA1003
1654,Eubacterium eligens group,0,PC07578,MSA1003
1655,Eubacterium hallii group,6.74E-06,PC07578,MSA1003
1656,Eubacterium rectale group,5.39E-05,PC07578,MSA1003
1657,Eubacterium ventriosum group,0,PC07578,MSA1003
1658,Eubacterium xylanophilum group,6.74E-06,PC07578,MSA1003
1659,Ruminococcus gauvreauii group,0,PC07578,MSA1003
1660,Ruminococcus torques group,6.74E-06,PC07578,MSA1003
1661,Adlercreutzia,0,PC07578,MSA1003
1662,Akkermansia,0.000107767,PC07578,MSA1003
1663,Ambiguous_taxa,0.076702881,PC07578,MSA1003
1664,Anaerofilum,0,PC07578,MSA1003
1665,Anaerotruncus,6.74E-06,PC07578,MSA1003
1666,Blautia,4.71E-05,PC07578,MSA1003
1667,Butyricicoccus,0,PC07578,MSA1003
1668,Candidatus Stoquefichus,0,PC07578,MSA1003
1669,Carnobacterium,0,PC07578,MSA1003
1670,Christensenellaceae R-7 group,6.74E-06,PC07578,MSA1003
1671,Clostridium sensu stricto 1,0.072877166,PC07578,MSA1003
1672,Coprococcus 1,0,PC07578,MSA1003
1673,Coprococcus 2,2.02E-05,PC07578,MSA1003
1674,Coprococcus 3,0,PC07578,MSA1003
1675,Defluviitaleaceae UCG-011,0,PC07578,MSA1003
1676,Dialister,6.74E-06,PC07578,MSA1003
1677,Dorea,0,PC07578,MSA1003
1678,Eisenbergiella,0,PC07578,MSA1003
1679,Enterobacter,0.005011147,PC07578,MSA1003
1680,Erwinia,4.71E-05,PC07578,MSA1003
1681,Erysipelatoclostridium,6.74E-06,PC07578,MSA1003
1682,Erysipelotrichaceae UCG-003,0,PC07578,MSA1003
1683,Faecalibacterium,3.37E-05,PC07578,MSA1003
1684,Family XIII AD3011 group,6.74E-06,PC07578,MSA1003
1685,Flavonifractor,0,PC07578,MSA1003
1686,Fusicatenibacter,0,PC07578,MSA1003
1687,Gordonibacter,0,PC07578,MSA1003
1688,Gossypium arboreum,0,PC07578,MSA1003
1689,Holdemania,0,PC07578,MSA1003
1690,Hungatella,0,PC07578,MSA1003
1691,Intestinibacter,6.74E-06,PC07578,MSA1003
1692,Intestinimonas,0,PC07578,MSA1003
1693,Kluyvera,0,PC07578,MSA1003
1694,Lachnospira,1.35E-05,PC07578,MSA1003
1695,Lachnospiraceae FCS020 group,0,PC07578,MSA1003
1696,Lachnospiraceae ND3007 group,0,PC07578,MSA1003
1697,Lachnospiraceae NK4A136 group,4.04E-05,PC07578,MSA1003
1698,Lachnospiraceae UCG-001,0,PC07578,MSA1003
1699,Lachnospiraceae UCG-004,0,PC07578,MSA1003
1700,Lachnospiraceae UCG-008,0,PC07578,MSA1003
1701,Lactonifactor,0,PC07578,MSA1003
1702,Marvinbryantia,0,PC07578,MSA1003
1703,Odoribacter,0,PC07578,MSA1003
1704,Oryza sativa Indica Group (long-grained rice),0,PC07578,MSA1003
1705,Other,0.002593134,PC07578,MSA1003
1706,Oxalobacter,0,PC07578,MSA1003
1707,Parasutterella,0,PC07578,MSA1003
1708,Phascolarctobacterium,0,PC07578,MSA1003
1709,Porphyromonas,0.17402286,PC07578,MSA1003
1710,Raoultella,0.000222269,PC07578,MSA1003
1711,Roseburia,4.04E-05,PC07578,MSA1003
1712,Ruminiclostridium,0,PC07578,MSA1003
1713,Ruminiclostridium 5,1.35E-05,PC07578,MSA1003
1714,Ruminiclostridium 9,0,PC07578,MSA1003
1715,Ruminococcaceae NK4A214 group,1.35E-05,PC07578,MSA1003
1716,Ruminococcaceae UCG-002,2.69E-05,PC07578,MSA1003
1717,Ruminococcaceae UCG-003,2.02E-05,PC07578,MSA1003
1718,Ruminococcaceae UCG-004,6.74E-06,PC07578,MSA1003
1719,Ruminococcaceae UCG-005,2.02E-05,PC07578,MSA1003
1720,Ruminococcaceae UCG-013,0,PC07578,MSA1003
1721,Ruminococcaceae UCG-014,0,PC07578,MSA1003
1722,Ruminococcus 1,4.71E-05,PC07578,MSA1003
1723,Ruminococcus 2,0.000114502,PC07578,MSA1003
1724,Sellimonas,0,PC07578,MSA1003
1725,Serratia,0.014871791,PC07578,MSA1003
1726,Succiniclasticum,2.02E-05,PC07578,MSA1003
1727,Tyzzerella,0,PC07578,MSA1003
1728,Tyzzerella 3,6.74E-06,PC07578,MSA1003
1729,Acinetobacter,7.12E-06,PC07578,Seq200
1730,Actinomyces,0,PC07578,Seq200
1731,Alistipes,5.69E-05,PC07578,Seq200
1732,Anaerostipes,7.12E-06,PC07578,Seq200
1733,Bacteroides,0.000242008,PC07578,Seq200
1734,Bifidobacterium,0,PC07578,Seq200
1735,Bilophila,0,PC07578,Seq200
1736,Clostridium,NA,PC07578,Seq200
1737,Lachnoclostridium,2.14E-05,PC07578,Seq200
1738,Collinsella,0,PC07578,Seq200
1739,Coprobacillus,NA,PC07578,Seq200
1740,Cryptococcus,NA,PC07578,Seq200
1741,Deinococcus,0,PC07578,Seq200
1742,Enterococcus,0.083585425,PC07578,Seq200
1743,Fusobacterium,2.14E-05,PC07578,Seq200
1744,Helicobacter,0,PC07578,Seq200
1745,Listeria,0.152109388,PC07578,Seq200
1746,Neisseria,0,PC07578,Seq200
1747,Paenibacillus,0,PC07578,Seq200
1748,Parabacteroides,1.42E-05,PC07578,Seq200
1749,Pediococcus,7.12E-06,PC07578,Seq200
1750,Porphyromonadaceae,NA,PC07578,Seq200
1751,Propionibacterium,NA,PC07578,Seq200
1752,Pseudomonas,0.057242101,PC07578,Seq200
1753,Pyramidobacter,0,PC07578,Seq200
1754,Ralstonia,0,PC07578,Seq200
1755,Rhodobacter,0,PC07578,Seq200
1756,Saccharomyces,NA,PC07578,Seq200
1757,Salmonella,NA,PC07578,Seq200
1758,Streptococcus,7.12E-06,PC07578,Seq200
1759,Subdoligranulum,7.12E-06,PC07578,Seq200
1760,Clostridium innocuum group,0,PC07578,Seq200
1761,Eubacterium coprostanoligenes group,0,PC07578,Seq200
1762,Eubacterium eligens group,0,PC07578,Seq200
1763,Eubacterium hallii group,1.42E-05,PC07578,Seq200
1764,Eubacterium rectale group,7.12E-06,PC07578,Seq200
1765,Eubacterium ventriosum group,0,PC07578,Seq200
1766,Eubacterium xylanophilum group,0,PC07578,Seq200
1767,Ruminococcus gauvreauii group,0,PC07578,Seq200
1768,Ruminococcus torques group,0,PC07578,Seq200
1769,Adlercreutzia,0,PC07578,Seq200
1770,Akkermansia,4.98E-05,PC07578,Seq200
1771,Ambiguous_taxa,2.85E-05,PC07578,Seq200
1772,Anaerofilum,0,PC07578,Seq200
1773,Anaerotruncus,7.12E-06,PC07578,Seq200
1774,Blautia,1.42E-05,PC07578,Seq200
1775,Butyricicoccus,0,PC07578,Seq200
1776,Candidatus Stoquefichus,7.12E-06,PC07578,Seq200
1777,Carnobacterium,0.000740261,PC07578,Seq200
1778,Christensenellaceae R-7 group,0,PC07578,Seq200
1779,Clostridium sensu stricto 1,7.12E-06,PC07578,Seq200
1780,Coprococcus 1,0,PC07578,Seq200
1781,Coprococcus 2,0,PC07578,Seq200
1782,Coprococcus 3,0,PC07578,Seq200
1783,Defluviitaleaceae UCG-011,0,PC07578,Seq200
1784,Dialister,0,PC07578,Seq200
1785,Dorea,0,PC07578,Seq200
1786,Eisenbergiella,0,PC07578,Seq200
1787,Enterobacter,0.003758248,PC07578,Seq200
1788,Erwinia,0.000448427,PC07578,Seq200
1789,Erysipelatoclostridium,7.12E-06,PC07578,Seq200
1790,Erysipelotrichaceae UCG-003,0,PC07578,Seq200
1791,Faecalibacterium,2.14E-05,PC07578,Seq200
1792,Family XIII AD3011 group,0,PC07578,Seq200
1793,Flavonifractor,0,PC07578,Seq200
1794,Fusicatenibacter,0,PC07578,Seq200
1795,Gordonibacter,0,PC07578,Seq200
1796,Gossypium arboreum,0,PC07578,Seq200
1797,Holdemania,0,PC07578,Seq200
1798,Hungatella,0,PC07578,Seq200
1799,Intestinibacter,0,PC07578,Seq200
1800,Intestinimonas,0,PC07578,Seq200
1801,Kluyvera,0.001658469,PC07578,Seq200
1802,Lachnospira,1.42E-05,PC07578,Seq200
1803,Lachnospiraceae FCS020 group,0,PC07578,Seq200
1804,Lachnospiraceae ND3007 group,0,PC07578,Seq200
1805,Lachnospiraceae NK4A136 group,7.12E-06,PC07578,Seq200
1806,Lachnospiraceae UCG-001,0,PC07578,Seq200
1807,Lachnospiraceae UCG-004,7.12E-06,PC07578,Seq200
1808,Lachnospiraceae UCG-008,0,PC07578,Seq200
1809,Lactonifactor,0,PC07578,Seq200
1810,Marvinbryantia,0,PC07578,Seq200
1811,Odoribacter,0,PC07578,Seq200
1812,Oryza sativa Indica Group (long-grained rice),0,PC07578,Seq200
1813,Other,0.000875501,PC07578,Seq200
1814,Oxalobacter,7.12E-06,PC07578,Seq200
1815,Parasutterella,0,PC07578,Seq200
1816,Phascolarctobacterium,0,PC07578,Seq200
1817,Porphyromonas,0,PC07578,Seq200
1818,Raoultella,0.11232748,PC07578,Seq200
1819,Roseburia,1.42E-05,PC07578,Seq200
1820,Ruminiclostridium,0,PC07578,Seq200
1821,Ruminiclostridium 5,7.12E-06,PC07578,Seq200
1822,Ruminiclostridium 9,0,PC07578,Seq200
1823,Ruminococcaceae NK4A214 group,0,PC07578,Seq200
1824,Ruminococcaceae UCG-002,3.56E-05,PC07578,Seq200
1825,Ruminococcaceae UCG-003,0,PC07578,Seq200
1826,Ruminococcaceae UCG-004,0,PC07578,Seq200
1827,Ruminococcaceae UCG-005,7.12E-06,PC07578,Seq200
1828,Ruminococcaceae UCG-013,0,PC07578,Seq200
1829,Ruminococcaceae UCG-014,0,PC07578,Seq200
1830,Ruminococcus 1,0.000121004,PC07578,Seq200
1831,Ruminococcus 2,6.41E-05,PC07578,Seq200
1832,Sellimonas,0,PC07578,Seq200
1833,Serratia,0.009210554,PC07578,Seq200
1834,Succiniclasticum,0,PC07578,Seq200
1835,Tyzzerella,0,PC07578,Seq200
1836,Tyzzerella 3,7.12E-06,PC07578,Seq200
1837,Acinetobacter,0,PC07578,Seq2000
1838,Actinomyces,0,PC07578,Seq2000
1839,Alistipes,4.18E-05,PC07578,Seq2000
1840,Anaerostipes,0,PC07578,Seq2000
1841,Bacteroides,0.000104582,PC07578,Seq2000
1842,Bifidobacterium,0,PC07578,Seq2000
1843,Bilophila,0,PC07578,Seq2000
1844,Clostridium,NA,PC07578,Seq2000
1845,Lachnoclostridium,2.09E-05,PC07578,Seq2000
1846,Collinsella,0,PC07578,Seq2000
1847,Coprobacillus,NA,PC07578,Seq2000
1848,Cryptococcus,NA,PC07578,Seq2000
1849,Deinococcus,0,PC07578,Seq2000
1850,Enterococcus,0.101298212,PC07578,Seq2000
1851,Fusobacterium,6.97E-06,PC07578,Seq2000
1852,Helicobacter,0,PC07578,Seq2000
1853,Listeria,0.152752601,PC07578,Seq2000
1854,Neisseria,0,PC07578,Seq2000
1855,Paenibacillus,1.39E-05,PC07578,Seq2000
1856,Parabacteroides,1.39E-05,PC07578,Seq2000
1857,Pediococcus,1.39E-05,PC07578,Seq2000
1858,Porphyromonadaceae,NA,PC07578,Seq2000
1859,Propionibacterium,NA,PC07578,Seq2000
1860,Pseudomonas,0.052890649,PC07578,Seq2000
1861,Pyramidobacter,0,PC07578,Seq2000
1862,Ralstonia,0,PC07578,Seq2000
1863,Rhodobacter,0,PC07578,Seq2000
1864,Saccharomyces,NA,PC07578,Seq2000
1865,Salmonella,NA,PC07578,Seq2000
1866,Streptococcus,6.97E-06,PC07578,Seq2000
1867,Subdoligranulum,0,PC07578,Seq2000
1868,Clostridium innocuum group,0,PC07578,Seq2000
1869,Eubacterium coprostanoligenes group,6.97E-06,PC07578,Seq2000
1870,Eubacterium eligens group,0,PC07578,Seq2000
1871,Eubacterium hallii group,0,PC07578,Seq2000
1872,Eubacterium rectale group,2.09E-05,PC07578,Seq2000
1873,Eubacterium ventriosum group,6.97E-06,PC07578,Seq2000
1874,Eubacterium xylanophilum group,0,PC07578,Seq2000
1875,Ruminococcus gauvreauii group,6.97E-06,PC07578,Seq2000
1876,Ruminococcus torques group,0,PC07578,Seq2000
1877,Adlercreutzia,0,PC07578,Seq2000
1878,Akkermansia,4.88E-05,PC07578,Seq2000
1879,Ambiguous_taxa,4.18E-05,PC07578,Seq2000
1880,Anaerofilum,0,PC07578,Seq2000
1881,Anaerotruncus,0,PC07578,Seq2000
1882,Blautia,6.97E-06,PC07578,Seq2000
1883,Butyricicoccus,6.97E-06,PC07578,Seq2000
1884,Candidatus Stoquefichus,6.97E-06,PC07578,Seq2000
1885,Carnobacterium,0.001080682,PC07578,Seq2000
1886,Christensenellaceae R-7 group,0,PC07578,Seq2000
1887,Clostridium sensu stricto 1,0,PC07578,Seq2000
1888,Coprococcus 1,0,PC07578,Seq2000
1889,Coprococcus 2,2.79E-05,PC07578,Seq2000
1890,Coprococcus 3,0,PC07578,Seq2000
1891,Defluviitaleaceae UCG-011,0,PC07578,Seq2000
1892,Dialister,0,PC07578,Seq2000
1893,Dorea,0,PC07578,Seq2000
1894,Eisenbergiella,0,PC07578,Seq2000
1895,Enterobacter,0.004036869,PC07578,Seq2000
1896,Erwinia,0.00058566,PC07578,Seq2000
1897,Erysipelatoclostridium,0,PC07578,Seq2000
1898,Erysipelotrichaceae UCG-003,0,PC07578,Seq2000
1899,Faecalibacterium,4.88E-05,PC07578,Seq2000
1900,Family XIII AD3011 group,0,PC07578,Seq2000
1901,Flavonifractor,0,PC07578,Seq2000
1902,Fusicatenibacter,0,PC07578,Seq2000
1903,Gordonibacter,0,PC07578,Seq2000
1904,Gossypium arboreum,0,PC07578,Seq2000
1905,Holdemania,0,PC07578,Seq2000
1906,Hungatella,6.97E-06,PC07578,Seq2000
1907,Intestinibacter,0,PC07578,Seq2000
1908,Intestinimonas,0,PC07578,Seq2000
1909,Kluyvera,0.002328695,PC07578,Seq2000
1910,Lachnospira,0,PC07578,Seq2000
1911,Lachnospiraceae FCS020 group,0,PC07578,Seq2000
1912,Lachnospiraceae ND3007 group,0,PC07578,Seq2000
1913,Lachnospiraceae NK4A136 group,2.09E-05,PC07578,Seq2000
1914,Lachnospiraceae UCG-001,6.97E-06,PC07578,Seq2000
1915,Lachnospiraceae UCG-004,0,PC07578,Seq2000
1916,Lachnospiraceae UCG-008,0,PC07578,Seq2000
1917,Lactonifactor,0,PC07578,Seq2000
1918,Marvinbryantia,0,PC07578,Seq2000
1919,Odoribacter,0,PC07578,Seq2000
1920,Oryza sativa Indica Group (long-grained rice),0,PC07578,Seq2000
1921,Other,0.001485066,PC07578,Seq2000
1922,Oxalobacter,0,PC07578,Seq2000
1923,Parasutterella,0,PC07578,Seq2000
1924,Phascolarctobacterium,0,PC07578,Seq2000
1925,Porphyromonas,0,PC07578,Seq2000
1926,Raoultella,0.091237415,PC07578,Seq2000
1927,Roseburia,0,PC07578,Seq2000
1928,Ruminiclostridium,0,PC07578,Seq2000
1929,Ruminiclostridium 5,0,PC07578,Seq2000
1930,Ruminiclostridium 9,6.97E-06,PC07578,Seq2000
1931,Ruminococcaceae NK4A214 group,1.39E-05,PC07578,Seq2000
1932,Ruminococcaceae UCG-002,2.79E-05,PC07578,Seq2000
1933,Ruminococcaceae UCG-003,0,PC07578,Seq2000
1934,Ruminococcaceae UCG-004,0,PC07578,Seq2000
1935,Ruminococcaceae UCG-005,1.39E-05,PC07578,Seq2000
1936,Ruminococcaceae UCG-013,0,PC07578,Seq2000
1937,Ruminococcaceae UCG-014,6.97E-06,PC07578,Seq2000
1938,Ruminococcus 1,4.18E-05,PC07578,Seq2000
1939,Ruminococcus 2,6.97E-05,PC07578,Seq2000
1940,Sellimonas,6.97E-06,PC07578,Seq2000
1941,Serratia,0.009105614,PC07578,Seq2000
1942,Succiniclasticum,6.97E-06,PC07578,Seq2000
1943,Tyzzerella,0,PC07578,Seq2000
1944,Tyzzerella 3,0,PC07578,Seq2000
