,Genus,value,Plate,Type
1591,Parabacteroides,NA,PC07578,MSA1002
1592,Pediococcus,NA,PC07578,MSA1002
1593,Porphyromonadaceae,NA,PC07578,MSA1002
1594,Propionibacterium,NA,PC07578,MSA1002
1595,Pseudomonas,-91.68303434,PC07578,MSA1002
1596,Pyramidobacter,NA,PC07578,MSA1002
1597,Ralstonia,NA,PC07578,MSA1002
1598,Rhodobacter,NA,PC07578,MSA1002
1599,Saccharomyces,NA,PC07578,MSA1002
1600,Salmonella,NA,PC07578,MSA1002
1601,Staphylococcus,-16.51585322,PC07578,MSA1002
1602,Streptococcus,NA,PC07578,MSA1002
1603,Subdoligranulum,NA,PC07578,MSA1002
1604,Clostridium innocuum group,NA,PC07578,MSA1002
1605,Eubacterium coprostanoligenes group,NA,PC07578,MSA1002
1606,Eubacterium eligens group,NA,PC07578,MSA1002
1607,Eubacterium hallii group,NA,PC07578,MSA1002
1608,Eubacterium rectale group,NA,PC07578,MSA1002
1609,Eubacterium ventriosum group,NA,PC07578,MSA1002
1610,Eubacterium xylanophilum group,NA,PC07578,MSA1002
1611,Ruminococcus gauvreauii group,NA,PC07578,MSA1002
1612,Ruminococcus torques group,NA,PC07578,MSA1002
1613,Adlercreutzia,NA,PC07578,MSA1002
1614,Akkermansia,NA,PC07578,MSA1002
1615,Ambiguous_taxa,NA,PC07578,MSA1002
1616,Anaerofilum,NA,PC07578,MSA1002
1617,Anaerotruncus,NA,PC07578,MSA1002
1618,Blautia,NA,PC07578,MSA1002
1619,Butyricicoccus,NA,PC07578,MSA1002
1620,Candidatus Stoquefichus,NA,PC07578,MSA1002
1621,Carnobacterium,NA,PC07578,MSA1002
1622,Christensenellaceae R-7 group,NA,PC07578,MSA1002
1623,Clostridium sensu stricto 1,NA,PC07578,MSA1002
1624,Coprococcus 1,NA,PC07578,MSA1002
1625,Coprococcus 2,NA,PC07578,MSA1002
1626,Coprococcus 3,NA,PC07578,MSA1002
1627,Defluviitaleaceae UCG-011,NA,PC07578,MSA1002
1628,Dialister,NA,PC07578,MSA1002
1629,Dorea,NA,PC07578,MSA1002
1630,Eisenbergiella,NA,PC07578,MSA1002
1631,Enterobacter,NA,PC07578,MSA1002
1632,Erwinia,NA,PC07578,MSA1002
1633,Erysipelatoclostridium,NA,PC07578,MSA1002
1634,Erysipelotrichaceae UCG-003,NA,PC07578,MSA1002
1635,Faecalibacterium,NA,PC07578,MSA1002
1636,Family XIII AD3011 group,NA,PC07578,MSA1002
1637,Flavonifractor,NA,PC07578,MSA1002
1638,Fusicatenibacter,NA,PC07578,MSA1002
1639,Gordonibacter,NA,PC07578,MSA1002
1640,Gossypium arboreum,NA,PC07578,MSA1002
1641,Holdemania,NA,PC07578,MSA1002
1642,Hungatella,NA,PC07578,MSA1002
1643,Intestinibacter,NA,PC07578,MSA1002
1644,Intestinimonas,NA,PC07578,MSA1002
1645,Kluyvera,NA,PC07578,MSA1002
1646,Lachnospira,NA,PC07578,MSA1002
1647,Lachnospiraceae FCS020 group,NA,PC07578,MSA1002
1648,Lachnospiraceae ND3007 group,NA,PC07578,MSA1002
1649,Lachnospiraceae NK4A136 group,NA,PC07578,MSA1002
1650,Lachnospiraceae UCG-001,NA,PC07578,MSA1002
1651,Lachnospiraceae UCG-004,NA,PC07578,MSA1002
1652,Lachnospiraceae UCG-008,NA,PC07578,MSA1002
1653,Lactonifactor,NA,PC07578,MSA1002
1654,Marvinbryantia,NA,PC07578,MSA1002
1655,Odoribacter,NA,PC07578,MSA1002
1656,Oryza sativa Indica Group (long-grained rice),NA,PC07578,MSA1002
1657,Other,NA,PC07578,MSA1002
1658,Oxalobacter,NA,PC07578,MSA1002
1659,Parasutterella,NA,PC07578,MSA1002
1660,Phascolarctobacterium,NA,PC07578,MSA1002
1661,Porphyromonas,NA,PC07578,MSA1002
1662,Raoultella,NA,PC07578,MSA1002
1663,Roseburia,NA,PC07578,MSA1002
1664,Ruminiclostridium,NA,PC07578,MSA1002
1665,Ruminiclostridium 5,NA,PC07578,MSA1002
1666,Ruminiclostridium 9,NA,PC07578,MSA1002
1667,Ruminococcaceae NK4A214 group,NA,PC07578,MSA1002
1668,Ruminococcaceae UCG-002,NA,PC07578,MSA1002
1669,Ruminococcaceae UCG-003,NA,PC07578,MSA1002
1670,Ruminococcaceae UCG-004,NA,PC07578,MSA1002
1671,Ruminococcaceae UCG-005,NA,PC07578,MSA1002
1672,Ruminococcaceae UCG-013,NA,PC07578,MSA1002
1673,Ruminococcaceae UCG-014,NA,PC07578,MSA1002
1674,Ruminococcus 1,NA,PC07578,MSA1002
1675,Ruminococcus 2,NA,PC07578,MSA1002
1676,Sellimonas,NA,PC07578,MSA1002
1677,Serratia,NA,PC07578,MSA1002
1678,Succiniclasticum,NA,PC07578,MSA1002
1679,Tyzzerella,NA,PC07578,MSA1002
1680,Tyzzerella 3,NA,PC07578,MSA1002
1681,Acinetobacter,NA,PC07578,MSA1003
1682,Actinomyces,NA,PC07578,MSA1003
1683,Alistipes,NA,PC07578,MSA1003
1684,Anaerostipes,NA,PC07578,MSA1003
1685,Bacillus,-99.9052053,PC07578,MSA1003
1686,Bacteroides,NA,PC07578,MSA1003
1687,Bifidobacterium,NA,PC07578,MSA1003
1688,Bilophila,NA,PC07578,MSA1003
1689,Clostridium,NA,PC07578,MSA1003
1690,Lachnoclostridium,NA,PC07578,MSA1003
1691,Collinsella,NA,PC07578,MSA1003
1692,Coprobacillus,NA,PC07578,MSA1003
1693,Cryptococcus,NA,PC07578,MSA1003
1694,Deinococcus,NA,PC07578,MSA1003
1695,Enterococcus,-99.73412844,PC07578,MSA1003
1696,Escherichia-Shigella,9.218202058,PC07578,MSA1003
1697,Fusobacterium,NA,PC07578,MSA1003
1698,Helicobacter,NA,PC07578,MSA1003
1699,Lactobacillus,21.51807224,PC07578,MSA1003
1700,Listeria,-99.94072837,PC07578,MSA1003
1701,Neisseria,NA,PC07578,MSA1003
1702,Paenibacillus,NA,PC07578,MSA1003
1703,Parabacteroides,NA,PC07578,MSA1003
1704,Pediococcus,NA,PC07578,MSA1003
1705,Porphyromonadaceae,NA,PC07578,MSA1003
1706,Propionibacterium,NA,PC07578,MSA1003
1707,Pseudomonas,-97.85691412,PC07578,MSA1003
1708,Pyramidobacter,NA,PC07578,MSA1003
1709,Ralstonia,NA,PC07578,MSA1003
1710,Rhodobacter,NA,PC07578,MSA1003
1711,Saccharomyces,NA,PC07578,MSA1003
1712,Salmonella,NA,PC07578,MSA1003
1713,Staphylococcus,54.42229069,PC07578,MSA1003
1714,Streptococcus,NA,PC07578,MSA1003
1715,Subdoligranulum,NA,PC07578,MSA1003
1716,Clostridium innocuum group,NA,PC07578,MSA1003
1717,Eubacterium coprostanoligenes group,NA,PC07578,MSA1003
1718,Eubacterium eligens group,NA,PC07578,MSA1003
1719,Eubacterium hallii group,NA,PC07578,MSA1003
1720,Eubacterium rectale group,NA,PC07578,MSA1003
1721,Eubacterium ventriosum group,NA,PC07578,MSA1003
1722,Eubacterium xylanophilum group,NA,PC07578,MSA1003
1723,Ruminococcus gauvreauii group,NA,PC07578,MSA1003
1724,Ruminococcus torques group,NA,PC07578,MSA1003
1725,Adlercreutzia,NA,PC07578,MSA1003
1726,Akkermansia,NA,PC07578,MSA1003
1727,Ambiguous_taxa,NA,PC07578,MSA1003
1728,Anaerofilum,NA,PC07578,MSA1003
1729,Anaerotruncus,NA,PC07578,MSA1003
1730,Blautia,NA,PC07578,MSA1003
1731,Butyricicoccus,NA,PC07578,MSA1003
1732,Candidatus Stoquefichus,NA,PC07578,MSA1003
1733,Carnobacterium,NA,PC07578,MSA1003
1734,Christensenellaceae R-7 group,NA,PC07578,MSA1003
1735,Clostridium sensu stricto 1,NA,PC07578,MSA1003
1736,Coprococcus 1,NA,PC07578,MSA1003
1737,Coprococcus 2,NA,PC07578,MSA1003
1738,Coprococcus 3,NA,PC07578,MSA1003
1739,Defluviitaleaceae UCG-011,NA,PC07578,MSA1003
1740,Dialister,NA,PC07578,MSA1003
1741,Dorea,NA,PC07578,MSA1003
1742,Eisenbergiella,NA,PC07578,MSA1003
1743,Enterobacter,NA,PC07578,MSA1003
1744,Erwinia,NA,PC07578,MSA1003
1745,Erysipelatoclostridium,NA,PC07578,MSA1003
1746,Erysipelotrichaceae UCG-003,NA,PC07578,MSA1003
1747,Faecalibacterium,NA,PC07578,MSA1003
1748,Family XIII AD3011 group,NA,PC07578,MSA1003
1749,Flavonifractor,NA,PC07578,MSA1003
1750,Fusicatenibacter,NA,PC07578,MSA1003
1751,Gordonibacter,NA,PC07578,MSA1003
1752,Gossypium arboreum,NA,PC07578,MSA1003
1753,Holdemania,NA,PC07578,MSA1003
1754,Hungatella,NA,PC07578,MSA1003
1755,Intestinibacter,NA,PC07578,MSA1003
1756,Intestinimonas,NA,PC07578,MSA1003
1757,Kluyvera,NA,PC07578,MSA1003
1758,Lachnospira,NA,PC07578,MSA1003
1759,Lachnospiraceae FCS020 group,NA,PC07578,MSA1003
1760,Lachnospiraceae ND3007 group,NA,PC07578,MSA1003
1761,Lachnospiraceae NK4A136 group,NA,PC07578,MSA1003
1762,Lachnospiraceae UCG-001,NA,PC07578,MSA1003
1763,Lachnospiraceae UCG-004,NA,PC07578,MSA1003
1764,Lachnospiraceae UCG-008,NA,PC07578,MSA1003
1765,Lactonifactor,NA,PC07578,MSA1003
1766,Marvinbryantia,NA,PC07578,MSA1003
1767,Odoribacter,NA,PC07578,MSA1003
1768,Oryza sativa Indica Group (long-grained rice),NA,PC07578,MSA1003
1769,Other,NA,PC07578,MSA1003
1770,Oxalobacter,NA,PC07578,MSA1003
1771,Parasutterella,NA,PC07578,MSA1003
1772,Phascolarctobacterium,NA,PC07578,MSA1003
1773,Porphyromonas,NA,PC07578,MSA1003
1774,Raoultella,NA,PC07578,MSA1003
1775,Roseburia,NA,PC07578,MSA1003
1776,Ruminiclostridium,NA,PC07578,MSA1003
1777,Ruminiclostridium 5,NA,PC07578,MSA1003
1778,Ruminiclostridium 9,NA,PC07578,MSA1003
1779,Ruminococcaceae NK4A214 group,NA,PC07578,MSA1003
1780,Ruminococcaceae UCG-002,NA,PC07578,MSA1003
1781,Ruminococcaceae UCG-003,NA,PC07578,MSA1003
1782,Ruminococcaceae UCG-004,NA,PC07578,MSA1003
1783,Ruminococcaceae UCG-005,NA,PC07578,MSA1003
1784,Ruminococcaceae UCG-013,NA,PC07578,MSA1003
1785,Ruminococcaceae UCG-014,NA,PC07578,MSA1003
1786,Ruminococcus 1,NA,PC07578,MSA1003
1787,Ruminococcus 2,NA,PC07578,MSA1003
1788,Sellimonas,NA,PC07578,MSA1003
1789,Serratia,NA,PC07578,MSA1003
1790,Succiniclasticum,NA,PC07578,MSA1003
1791,Tyzzerella,NA,PC07578,MSA1003
1792,Tyzzerella 3,NA,PC07578,MSA1003
1793,Acinetobacter,NA,PC07578,Seq.200
1794,Actinomyces,NA,PC07578,Seq.200
1795,Alistipes,NA,PC07578,Seq.200
1796,Anaerostipes,NA,PC07578,Seq.200
1797,Bacillus,48.69016257,PC07578,Seq.200
1798,Bacteroides,NA,PC07578,Seq.200
1799,Bifidobacterium,NA,PC07578,Seq.200
1800,Bilophila,NA,PC07578,Seq.200
1801,Clostridium,NA,PC07578,Seq.200
1802,Lachnoclostridium,NA,PC07578,Seq.200
1803,Collinsella,NA,PC07578,Seq.200
1804,Coprobacillus,NA,PC07578,Seq.200
1805,Cryptococcus,NA,PC07578,Seq.200
1806,Deinococcus,NA,PC07578,Seq.200
1807,Enterococcus,-26.6794514,PC07578,Seq.200
1808,Escherichia-Shigella,-45.87332751,PC07578,Seq.200
1809,Fusobacterium,NA,PC07578,Seq.200
1810,Helicobacter,NA,PC07578,Seq.200
1811,Lactobacillus,-32.94351002,PC07578,Seq.200
1812,Listeria,21.68751023,PC07578,Seq.200
1813,Neisseria,NA,PC07578,Seq.200
1814,Paenibacillus,NA,PC07578,Seq.200
1815,Parabacteroides,NA,PC07578,Seq.200
1816,Pediococcus,NA,PC07578,Seq.200
1817,Porphyromonadaceae,NA,PC07578,Seq.200
1818,Propionibacterium,NA,PC07578,Seq.200
1819,Pseudomonas,-52.69247858,PC07578,Seq.200
1820,Pyramidobacter,NA,PC07578,Seq.200
1821,Ralstonia,NA,PC07578,Seq.200
1822,Rhodobacter,NA,PC07578,Seq.200
1823,Saccharomyces,NA,PC07578,Seq.200
1824,Salmonella,NA,PC07578,Seq.200
1825,Staphylococcus,79.38734647,PC07578,Seq.200
1826,Streptococcus,NA,PC07578,Seq.200
1827,Subdoligranulum,NA,PC07578,Seq.200
1828,Clostridium innocuum group,NA,PC07578,Seq.200
1829,Eubacterium coprostanoligenes group,NA,PC07578,Seq.200
1830,Eubacterium eligens group,NA,PC07578,Seq.200
1831,Eubacterium hallii group,NA,PC07578,Seq.200
1832,Eubacterium rectale group,NA,PC07578,Seq.200
1833,Eubacterium ventriosum group,NA,PC07578,Seq.200
1834,Eubacterium xylanophilum group,NA,PC07578,Seq.200
1835,Ruminococcus gauvreauii group,NA,PC07578,Seq.200
1836,Ruminococcus torques group,NA,PC07578,Seq.200
1837,Adlercreutzia,NA,PC07578,Seq.200
1838,Akkermansia,NA,PC07578,Seq.200
1839,Ambiguous_taxa,NA,PC07578,Seq.200
1840,Anaerofilum,NA,PC07578,Seq.200
1841,Anaerotruncus,NA,PC07578,Seq.200
1842,Blautia,NA,PC07578,Seq.200
1843,Butyricicoccus,NA,PC07578,Seq.200
1844,Candidatus Stoquefichus,NA,PC07578,Seq.200
1845,Carnobacterium,NA,PC07578,Seq.200
1846,Christensenellaceae R-7 group,NA,PC07578,Seq.200
1847,Clostridium sensu stricto 1,NA,PC07578,Seq.200
1848,Coprococcus 1,NA,PC07578,Seq.200
1849,Coprococcus 2,NA,PC07578,Seq.200
1850,Coprococcus 3,NA,PC07578,Seq.200
1851,Defluviitaleaceae UCG-011,NA,PC07578,Seq.200
1852,Dialister,NA,PC07578,Seq.200
1853,Dorea,NA,PC07578,Seq.200
1854,Eisenbergiella,NA,PC07578,Seq.200
1855,Enterobacter,NA,PC07578,Seq.200
1856,Erwinia,NA,PC07578,Seq.200
1857,Erysipelatoclostridium,NA,PC07578,Seq.200
1858,Erysipelotrichaceae UCG-003,NA,PC07578,Seq.200
1859,Faecalibacterium,NA,PC07578,Seq.200
1860,Family XIII AD3011 group,NA,PC07578,Seq.200
1861,Flavonifractor,NA,PC07578,Seq.200
1862,Fusicatenibacter,NA,PC07578,Seq.200
1863,Gordonibacter,NA,PC07578,Seq.200
1864,Gossypium arboreum,NA,PC07578,Seq.200
1865,Holdemania,NA,PC07578,Seq.200
1866,Hungatella,NA,PC07578,Seq.200
1867,Intestinibacter,NA,PC07578,Seq.200
1868,Intestinimonas,NA,PC07578,Seq.200
1869,Kluyvera,NA,PC07578,Seq.200
1870,Lachnospira,NA,PC07578,Seq.200
1871,Lachnospiraceae FCS020 group,NA,PC07578,Seq.200
1872,Lachnospiraceae ND3007 group,NA,PC07578,Seq.200
1873,Lachnospiraceae NK4A136 group,NA,PC07578,Seq.200
1874,Lachnospiraceae UCG-001,NA,PC07578,Seq.200
1875,Lachnospiraceae UCG-004,NA,PC07578,Seq.200
1876,Lachnospiraceae UCG-008,NA,PC07578,Seq.200
1877,Lactonifactor,NA,PC07578,Seq.200
1878,Marvinbryantia,NA,PC07578,Seq.200
1879,Odoribacter,NA,PC07578,Seq.200
1880,Oryza sativa Indica Group (long-grained rice),NA,PC07578,Seq.200
1881,Other,NA,PC07578,Seq.200
1882,Oxalobacter,NA,PC07578,Seq.200
1883,Parasutterella,NA,PC07578,Seq.200
1884,Phascolarctobacterium,NA,PC07578,Seq.200
1885,Porphyromonas,NA,PC07578,Seq.200
1886,Raoultella,NA,PC07578,Seq.200
1887,Roseburia,NA,PC07578,Seq.200
1888,Ruminiclostridium,NA,PC07578,Seq.200
1889,Ruminiclostridium 5,NA,PC07578,Seq.200
1890,Ruminiclostridium 9,NA,PC07578,Seq.200
1891,Ruminococcaceae NK4A214 group,NA,PC07578,Seq.200
1892,Ruminococcaceae UCG-002,NA,PC07578,Seq.200
1893,Ruminococcaceae UCG-003,NA,PC07578,Seq.200
1894,Ruminococcaceae UCG-004,NA,PC07578,Seq.200
1895,Ruminococcaceae UCG-005,NA,PC07578,Seq.200
1896,Ruminococcaceae UCG-013,NA,PC07578,Seq.200
1897,Ruminococcaceae UCG-014,NA,PC07578,Seq.200
1898,Ruminococcus 1,NA,PC07578,Seq.200
1899,Ruminococcus 2,NA,PC07578,Seq.200
1900,Sellimonas,NA,PC07578,Seq.200
1901,Serratia,NA,PC07578,Seq.200
1902,Succiniclasticum,NA,PC07578,Seq.200
1903,Tyzzerella,NA,PC07578,Seq.200
1904,Tyzzerella 3,NA,PC07578,Seq.200
1905,Acinetobacter,NA,PC07578,Seq.2000
1906,Actinomyces,NA,PC07578,Seq.2000
1907,Alistipes,NA,PC07578,Seq.2000
1908,Anaerostipes,NA,PC07578,Seq.2000
1909,Bacillus,44.74677706,PC07578,Seq.2000
1910,Bacteroides,NA,PC07578,Seq.2000
1911,Bifidobacterium,NA,PC07578,Seq.2000
1912,Bilophila,NA,PC07578,Seq.2000
1913,Clostridium,NA,PC07578,Seq.2000
1914,Lachnoclostridium,NA,PC07578,Seq.2000
1915,Collinsella,NA,PC07578,Seq.2000
1916,Coprobacillus,NA,PC07578,Seq.2000
1917,Cryptococcus,NA,PC07578,Seq.2000
1918,Deinococcus,NA,PC07578,Seq.2000
1919,Enterococcus,-11.141919,PC07578,Seq.2000
1920,Escherichia-Shigella,-55.75095711,PC07578,Seq.2000
1921,Fusobacterium,NA,PC07578,Seq.2000
1922,Helicobacter,NA,PC07578,Seq.2000
1923,Lactobacillus,-6.346738433,PC07578,Seq.2000
1924,Listeria,22.20208049,PC07578,Seq.2000
1925,Neisseria,NA,PC07578,Seq.2000
1926,Paenibacillus,NA,PC07578,Seq.2000
1927,Parabacteroides,NA,PC07578,Seq.2000
1928,Pediococcus,NA,PC07578,Seq.2000
1929,Porphyromonadaceae,NA,PC07578,Seq.2000
1930,Propionibacterium,NA,PC07578,Seq.2000
1931,Pseudomonas,-56.28871986,PC07578,Seq.2000
1932,Pyramidobacter,NA,PC07578,Seq.2000
1933,Ralstonia,NA,PC07578,Seq.2000
1934,Rhodobacter,NA,PC07578,Seq.2000
1935,Saccharomyces,NA,PC07578,Seq.2000
1936,Salmonella,NA,PC07578,Seq.2000
1937,Staphylococcus,71.82569223,PC07578,Seq.2000
1938,Streptococcus,NA,PC07578,Seq.2000
1939,Subdoligranulum,NA,PC07578,Seq.2000
1940,Clostridium innocuum group,NA,PC07578,Seq.2000
1941,Eubacterium coprostanoligenes group,NA,PC07578,Seq.2000
1942,Eubacterium eligens group,NA,PC07578,Seq.2000
1943,Eubacterium hallii group,NA,PC07578,Seq.2000
1944,Eubacterium rectale group,NA,PC07578,Seq.2000
1945,Eubacterium ventriosum group,NA,PC07578,Seq.2000
1946,Eubacterium xylanophilum group,NA,PC07578,Seq.2000
1947,Ruminococcus gauvreauii group,NA,PC07578,Seq.2000
1948,Ruminococcus torques group,NA,PC07578,Seq.2000
1949,Adlercreutzia,NA,PC07578,Seq.2000
1950,Akkermansia,NA,PC07578,Seq.2000
1951,Ambiguous_taxa,NA,PC07578,Seq.2000
1952,Anaerofilum,NA,PC07578,Seq.2000
1953,Anaerotruncus,NA,PC07578,Seq.2000
1954,Blautia,NA,PC07578,Seq.2000
1955,Butyricicoccus,NA,PC07578,Seq.2000
1956,Candidatus Stoquefichus,NA,PC07578,Seq.2000
1957,Carnobacterium,NA,PC07578,Seq.2000
1958,Christensenellaceae R-7 group,NA,PC07578,Seq.2000
1959,Clostridium sensu stricto 1,NA,PC07578,Seq.2000
1960,Coprococcus 1,NA,PC07578,Seq.2000
1961,Coprococcus 2,NA,PC07578,Seq.2000
1962,Coprococcus 3,NA,PC07578,Seq.2000
1963,Defluviitaleaceae UCG-011,NA,PC07578,Seq.2000
1964,Dialister,NA,PC07578,Seq.2000
1965,Dorea,NA,PC07578,Seq.2000
1966,Eisenbergiella,NA,PC07578,Seq.2000
1967,Enterobacter,NA,PC07578,Seq.2000
1968,Erwinia,NA,PC07578,Seq.2000
1969,Erysipelatoclostridium,NA,PC07578,Seq.2000
1970,Erysipelotrichaceae UCG-003,NA,PC07578,Seq.2000
1971,Faecalibacterium,NA,PC07578,Seq.2000
1972,Family XIII AD3011 group,NA,PC07578,Seq.2000
1973,Flavonifractor,NA,PC07578,Seq.2000
1974,Fusicatenibacter,NA,PC07578,Seq.2000
1975,Gordonibacter,NA,PC07578,Seq.2000
1976,Gossypium arboreum,NA,PC07578,Seq.2000
1977,Holdemania,NA,PC07578,Seq.2000
1978,Hungatella,NA,PC07578,Seq.2000
1979,Intestinibacter,NA,PC07578,Seq.2000
1980,Intestinimonas,NA,PC07578,Seq.2000
1981,Kluyvera,NA,PC07578,Seq.2000
1982,Lachnospira,NA,PC07578,Seq.2000
1983,Lachnospiraceae FCS020 group,NA,PC07578,Seq.2000
1984,Lachnospiraceae ND3007 group,NA,PC07578,Seq.2000
1985,Lachnospiraceae NK4A136 group,NA,PC07578,Seq.2000
1986,Lachnospiraceae UCG-001,NA,PC07578,Seq.2000
1987,Lachnospiraceae UCG-004,NA,PC07578,Seq.2000
1988,Lachnospiraceae UCG-008,NA,PC07578,Seq.2000
1989,Lactonifactor,NA,PC07578,Seq.2000
1990,Marvinbryantia,NA,PC07578,Seq.2000
1991,Odoribacter,NA,PC07578,Seq.2000
1992,Oryza sativa Indica Group (long-grained rice),NA,PC07578,Seq.2000
1993,Other,NA,PC07578,Seq.2000
1994,Oxalobacter,NA,PC07578,Seq.2000
1995,Parasutterella,NA,PC07578,Seq.2000
1996,Phascolarctobacterium,NA,PC07578,Seq.2000
1997,Porphyromonas,NA,PC07578,Seq.2000
1998,Raoultella,NA,PC07578,Seq.2000
1999,Roseburia,NA,PC07578,Seq.2000
2000,Ruminiclostridium,NA,PC07578,Seq.2000
2001,Ruminiclostridium 5,NA,PC07578,Seq.2000
2002,Ruminiclostridium 9,NA,PC07578,Seq.2000
2003,Ruminococcaceae NK4A214 group,NA,PC07578,Seq.2000
2004,Ruminococcaceae UCG-002,NA,PC07578,Seq.2000
2005,Ruminococcaceae UCG-003,NA,PC07578,Seq.2000
2006,Ruminococcaceae UCG-004,NA,PC07578,Seq.2000
2007,Ruminococcaceae UCG-005,NA,PC07578,Seq.2000
2008,Ruminococcaceae UCG-013,NA,PC07578,Seq.2000
2009,Ruminococcaceae UCG-014,NA,PC07578,Seq.2000
2010,Ruminococcus 1,NA,PC07578,Seq.2000
2011,Ruminococcus 2,NA,PC07578,Seq.2000
2012,Sellimonas,NA,PC07578,Seq.2000
2013,Serratia,NA,PC07578,Seq.2000
2014,Succiniclasticum,NA,PC07578,Seq.2000
2015,Tyzzerella,NA,PC07578,Seq.2000
2016,Tyzzerella 3,NA,PC07578,Seq.2000
